accountNumber,ds,category,amount
300000001,2026-06,rent_utilities,23164.93
300000001,2026-06,professional_services,3895.23
300000001,2026-06,licenses_fees,1872.75
300000001,2026-06,visa_iqama_costs,5000.0
300000001,2026-06,vat,31516.38
300000001,2026-06,loan_installments,11140.5
300000002,2024-07,salaries_wages,8678.41
300000002,2024-07,cogs_suppliers,23219.45
300000002,2024-07,rent_utilities,4689.32
300000002,2024-07,professional_services,906.97
300000002,2024-07,licenses_fees,1605.92
300000002,2024-07,visa_iqama_costs,1000.0
300000002,2024-07,vat,3761.94
300000002,2024-08,salaries_wages,8171.38
300000002,2024-08,cogs_suppliers,23567.8
300000002,2024-08,rent_utilities,4388.99
300000002,2024-08,professional_services,785.88
300000002,2024-08,licenses_fees,1605.92
300000002,2024-08,visa_iqama_costs,1000.0
300000002,2024-08,vat,4217.46
300000002,2024-09,salaries_wages,8511.3
300000002,2024-09,cogs_suppliers,23385.41
300000002,2024-09,rent_utilities,4527.65
300000002,2024-09,professional_services,817.4
300000002,2024-09,licenses_fees,1605.92
300000002,2024-09,visa_iqama_costs,1000.0
300000002,2024-09,vat,4065.76
300000002,2024-10,salaries_wages,8249.46
300000002,2024-10,cogs_suppliers,23448.55
300000002,2024-10,rent_utilities,4258.02
300000002,2024-10,professional_services,810.55
300000002,2024-10,licenses_fees,1605.92
300000002,2024-10,visa_iqama_costs,1000.0
300000002,2024-10,vat,4210.96
300000002,2024-11,salaries_wages,8703.1
300000002,2024-11,cogs_suppliers,26758.1
300000002,2024-11,rent_utilities,4255.76
300000002,2024-11,professional_services,773.8
300000002,2024-11,licenses_fees,1605.92
300000002,2024-11,visa_iqama_costs,1000.0
300000002,2024-11,vat,4396.14
300000002,2024-12,salaries_wages,8898.68
300000002,2024-12,cogs_suppliers,23437.36
300000002,2024-12,rent_utilities,4199.81
300000002,2024-12,professional_services,839.54
300000002,2024-12,licenses_fees,1605.92
300000002,2024-12,visa_iqama_costs,1000.0
300000002,2024-12,vat,4110.17
300000002,2025-01,salaries_wages,8601.05
300000002,2025-01,cogs_suppliers,25349.7
300000002,2025-01,rent_utilities,4315.28
300000002,2025-01,professional_services,810.97
300000002,2025-01,licenses_fees,1605.92
300000002,2025-01,visa_iqama_costs,1000.0
300000002,2025-01,vat,3918.56
300000002,2025-02,salaries_wages,8457.67
300000002,2025-02,cogs_suppliers,25379.45
300000002,2025-02,rent_utilities,4129.6
300000002,2025-02,professional_services,770.77
300000002,2025-02,licenses_fees,1605.92
300000002,2025-02,visa_iqama_costs,1000.0
300000002,2025-02,vat,4070.64
300000002,2025-03,salaries_wages,8562.65
300000002,2025-03,cogs_suppliers,27681.15
300000002,2025-03,rent_utilities,4321.88
300000002,2025-03,professional_services,821.58
300000002,2025-03,licenses_fees,1605.92
300000002,2025-03,visa_iqama_costs,1000.0
300000002,2025-03,vat,4073.56
300000002,2025-04,salaries_wages,8465.19
300000002,2025-04,cogs_suppliers,27718.75
300000002,2025-04,rent_utilities,4534.65
300000002,2025-04,professional_services,826.23
300000002,2025-04,licenses_fees,1605.92
300000002,2025-04,visa_iqama_costs,1000.0
300000002,2025-04,vat,4523.18
300000002,2025-05,salaries_wages,8326.31
300000002,2025-05,cogs_suppliers,28196.53
300000002,2025-05,rent_utilities,4104.84
300000002,2025-05,professional_services,865.94
300000002,2025-05,licenses_fees,1605.92
300000002,2025-05,visa_iqama_costs,1000.0
300000002,2025-05,vat,4613.82
300000002,2025-06,salaries_wages,8469.92
300000002,2025-06,cogs_suppliers,28263.58
300000002,2025-06,rent_utilities,4596.34
300000002,2025-06,professional_services,776.33
300000002,2025-06,licenses_fees,1605.92
300000002,2025-06,visa_iqama_costs,1000.0
300000002,2025-06,vat,4754.35
300000002,2025-07,salaries_wages,8467.97
300000002,2025-07,cogs_suppliers,26599.63
300000002,2025-07,rent_utilities,4341.6
300000002,2025-07,professional_services,806.99
300000002,2025-07,licenses_fees,1605.92
300000002,2025-07,visa_iqama_costs,1000.0
300000002,2025-07,vat,4202.84
300000002,2025-08,salaries_wages,8550.8
300000002,2025-08,cogs_suppliers,29076.99
300000002,2025-08,rent_utilities,4454.34
300000002,2025-08,professional_services,745.68
300000002,2025-08,licenses_fees,1605.92
300000002,2025-08,visa_iqama_costs,1000.0
300000002,2025-08,vat,4335.12
300000002,2025-09,salaries_wages,8327.28
300000002,2025-09,cogs_suppliers,26451.93
300000002,2025-09,rent_utilities,4189.95
300000002,2025-09,professional_services,801.44
300000002,2025-09,licenses_fees,1605.92
300000002,2025-09,visa_iqama_costs,1000.0
300000002,2025-09,vat,4680.87
300000002,2025-10,salaries_wages,8540.57
300000002,2025-10,cogs_suppliers,27190.97
300000002,2025-10,rent_utilities,4258.39
300000002,2025-10,professional_services,801.65
300000002,2025-10,licenses_fees,1605.92
300000002,2025-10,visa_iqama_costs,1000.0
300000002,2025-10,vat,4993.09
300000002,2025-11,salaries_wages,8763.64
300000002,2025-11,cogs_suppliers,29721.47
300000002,2025-11,rent_utilities,4315.65
300000002,2025-11,professional_services,789.68
300000002,2025-11,licenses_fees,1605.92
300000002,2025-11,visa_iqama_costs,1000.0
300000002,2025-11,vat,4733.82
300000002,2025-12,salaries_wages,8565.48
300000002,2025-12,cogs_suppliers,28268.08
300000002,2025-12,rent_utilities,4154.13
300000002,2025-12,professional_services,815.24
300000002,2025-12,licenses_fees,1605.92
300000002,2025-12,visa_iqama_costs,1000.0
300000002,2025-12,vat,4604.72
300000002,2026-01,salaries_wages,8855.73
300000002,2026-01,cogs_suppliers,31687.93
300000002,2026-01,rent_utilities,4194.28
300000002,2026-01,professional_services,802.96
300000002,2026-01,licenses_fees,1605.92
300000002,2026-01,visa_iqama_costs,1000.0
300000002,2026-01,vat,4342.08
300000002,2026-02,salaries_wages,8589.21
300000002,2026-02,cogs_suppliers,26482.87
300000002,2026-02,rent_utilities,4551.94
300000002,2026-02,professional_services,788.61
300000002,2026-02,licenses_fees,1605.92
300000002,2026-02,visa_iqama_costs,1000.0
300000002,2026-02,vat,4596.77
300000002,2026-03,salaries_wages,8507.57
300000002,2026-03,cogs_suppliers,25899.88
300000002,2026-03,rent_utilities,4157.95
300000002,2026-03,professional_services,795.09
300000002,2026-03,licenses_fees,1605.92
300000002,2026-03,visa_iqama_costs,1000.0
300000002,2026-03,vat,5066.41
300000002,2026-04,salaries_wages,8235.28
300000002,2026-04,cogs_suppliers,28244.67
300000002,2026-04,rent_utilities,4087.66
300000002,2026-04,professional_services,881.48
300000002,2026-04,licenses_fees,1605.92
300000002,2026-04,visa_iqama_costs,1000.0
300000002,2026-04,vat,4720.4
300000002,2026-05,salaries_wages,8848.91
300000002,2026-05,cogs_suppliers,26909.56
300000002,2026-05,rent_utilities,4847.1
300000002,2026-05,professional_services,774.23
300000002,2026-05,licenses_fees,1605.92
300000002,2026-05,visa_iqama_costs,1000.0
300000002,2026-05,vat,4855.18
300000002,2026-06,salaries_wages,8830.44
300000002,2026-06,cogs_suppliers,29927.36
300000002,2026-06,rent_utilities,4171.07
300000002,2026-06,professional_services,804.33
300000002,2026-06,licenses_fees,1605.92
300000002,2026-06,visa_iqama_costs,1000.0
300000002,2026-06,vat,4838.4
300000003,2024-07,salaries_wages,7390.35
300000003,2024-07,cogs_suppliers,15031.94
300000003,2024-07,rent_utilities,1644.97
300000003,2024-07,professional_services,290.44
300000003,2024-07,licenses_fees,2314.32
300000003,2024-07,visa_iqama_costs,1000.0
300000003,2024-07,vat,2755.84
300000003,2024-08,salaries_wages,7556.42
300000003,2024-08,cogs_suppliers,17351.72
300000003,2024-08,rent_utilities,1574.82
300000003,2024-08,professional_services,278.6
300000003,2024-08,licenses_fees,2314.32
300000003,2024-08,visa_iqama_costs,1000.0
300000003,2024-08,vat,2838.7
300000003,2024-09,salaries_wages,7570.57
300000003,2024-09,cogs_suppliers,16013.88
300000003,2024-09,rent_utilities,1511.05
300000003,2024-09,professional_services,302.4
300000003,2024-09,licenses_fees,2314.32
300000003,2024-09,visa_iqama_costs,1000.0
300000003,2024-09,vat,2880.36
300000003,2024-10,salaries_wages,7427.84
300000003,2024-10,cogs_suppliers,14779.45
300000003,2024-10,rent_utilities,1641.54
300000003,2024-10,professional_services,292.19
300000003,2024-10,licenses_fees,2314.32
300000003,2024-10,visa_iqama_costs,1000.0
300000003,2024-10,vat,2938.56
300000003,2024-11,salaries_wages,7460.77
300000003,2024-11,cogs_suppliers,15013.61
300000003,2024-11,rent_utilities,1634.32
300000003,2024-11,professional_services,308.74
300000003,2024-11,licenses_fees,2314.32
300000003,2024-11,visa_iqama_costs,1000.0
300000003,2024-11,vat,2773.3
300000003,2024-12,salaries_wages,7525.03
300000003,2024-12,cogs_suppliers,13615.61
300000003,2024-12,rent_utilities,1643.63
300000003,2024-12,professional_services,287.24
300000003,2024-12,licenses_fees,2314.32
300000003,2024-12,visa_iqama_costs,1000.0
300000003,2024-12,vat,2539.6
300000003,2025-01,salaries_wages,7757.61
300000003,2025-01,cogs_suppliers,14489.74
300000003,2025-01,rent_utilities,1524.74
300000003,2025-01,professional_services,301.65
300000003,2025-01,licenses_fees,2314.32
300000003,2025-01,visa_iqama_costs,1000.0
300000003,2025-01,vat,2593.9
300000003,2025-02,salaries_wages,7340.65
300000003,2025-02,cogs_suppliers,15207.44
300000003,2025-02,rent_utilities,1602.67
300000003,2025-02,professional_services,306.74
300000003,2025-02,licenses_fees,2314.32
300000003,2025-02,visa_iqama_costs,1000.0
300000003,2025-02,vat,2800.5
300000003,2025-03,salaries_wages,7675.14
300000003,2025-03,cogs_suppliers,16974.42
300000003,2025-03,rent_utilities,1652.93
300000003,2025-03,professional_services,311.92
300000003,2025-03,licenses_fees,2314.32
300000003,2025-03,visa_iqama_costs,1000.0
300000003,2025-03,vat,2745.32
300000003,2025-04,salaries_wages,7454.08
300000003,2025-04,cogs_suppliers,16376.77
300000003,2025-04,rent_utilities,1628.73
300000003,2025-04,professional_services,283.44
300000003,2025-04,licenses_fees,2314.32
300000003,2025-04,visa_iqama_costs,1000.0
300000003,2025-04,vat,2827.41
300000003,2025-05,salaries_wages,7615.89
300000003,2025-05,cogs_suppliers,15496.55
300000003,2025-05,rent_utilities,1612.01
300000003,2025-05,professional_services,305.24
300000003,2025-05,licenses_fees,2314.32
300000003,2025-05,visa_iqama_costs,1000.0
300000003,2025-05,vat,3096.54
300000003,2025-06,salaries_wages,7608.15
300000003,2025-06,cogs_suppliers,17359.99
300000003,2025-06,rent_utilities,1522.26
300000003,2025-06,professional_services,290.8
300000003,2025-06,licenses_fees,2314.32
300000003,2025-06,visa_iqama_costs,1000.0
300000003,2025-06,vat,2789.85
300000003,2025-07,salaries_wages,7725.2
300000003,2025-07,cogs_suppliers,14724.58
300000003,2025-07,rent_utilities,1665.83
300000003,2025-07,professional_services,283.43
300000003,2025-07,licenses_fees,2314.32
300000003,2025-07,visa_iqama_costs,1000.0
300000003,2025-07,vat,2803.41
300000003,2025-08,salaries_wages,7316.11
300000003,2025-08,cogs_suppliers,15219.86
300000003,2025-08,rent_utilities,1580.79
300000003,2025-08,professional_services,295.22
300000003,2025-08,licenses_fees,2314.32
300000003,2025-08,visa_iqama_costs,1000.0
300000003,2025-08,vat,2783.66
300000003,2025-09,salaries_wages,7154.93
300000003,2025-09,cogs_suppliers,17049.52
300000003,2025-09,rent_utilities,1644.18
300000003,2025-09,professional_services,292.42
300000003,2025-09,licenses_fees,2314.32
300000003,2025-09,visa_iqama_costs,1000.0
300000003,2025-09,vat,2990.65
300000003,2025-10,salaries_wages,7189.13
300000003,2025-10,cogs_suppliers,17290.45
300000003,2025-10,rent_utilities,1585.99
300000003,2025-10,professional_services,298.47
300000003,2025-10,licenses_fees,2314.32
300000003,2025-10,visa_iqama_costs,1000.0
300000003,2025-10,vat,2819.94
300000003,2025-11,salaries_wages,7553.8
300000003,2025-11,cogs_suppliers,15915.6
300000003,2025-11,rent_utilities,1679.41
300000003,2025-11,professional_services,284.92
300000003,2025-11,licenses_fees,2314.32
300000003,2025-11,visa_iqama_costs,1000.0
300000003,2025-11,vat,2622.11
300000003,2025-12,salaries_wages,7533.48
300000003,2025-12,cogs_suppliers,17346.28
300000003,2025-12,rent_utilities,1639.63
300000003,2025-12,professional_services,294.73
300000003,2025-12,licenses_fees,2314.32
300000003,2025-12,visa_iqama_costs,1000.0
300000003,2025-12,vat,2943.16
300000003,2026-01,salaries_wages,7475.68
300000003,2026-01,cogs_suppliers,15527.84
300000003,2026-01,rent_utilities,1649.31
300000003,2026-01,professional_services,303.24
300000003,2026-01,licenses_fees,2314.32
300000003,2026-01,visa_iqama_costs,1000.0
300000003,2026-01,vat,2877.5
300000003,2026-02,salaries_wages,7720.73
300000003,2026-02,cogs_suppliers,15481.15
300000003,2026-02,rent_utilities,1576.09
300000003,2026-02,professional_services,281.99
300000003,2026-02,licenses_fees,2314.32
300000003,2026-02,visa_iqama_costs,1000.0
300000003,2026-02,vat,2864.15
300000003,2026-03,salaries_wages,7500.27
300000003,2026-03,cogs_suppliers,17002.84
300000003,2026-03,rent_utilities,1710.75
300000003,2026-03,professional_services,301.57
300000003,2026-03,licenses_fees,2314.32
300000003,2026-03,visa_iqama_costs,1000.0
300000003,2026-03,vat,2932.01
300000003,2026-04,salaries_wages,7847.64
300000003,2026-04,cogs_suppliers,17311.07
300000003,2026-04,rent_utilities,1611.07
300000003,2026-04,professional_services,268.21
300000003,2026-04,licenses_fees,2314.32
300000003,2026-04,visa_iqama_costs,1000.0
300000003,2026-04,vat,3048.57
300000003,2026-05,salaries_wages,7514.74
300000003,2026-05,cogs_suppliers,17188.25
300000003,2026-05,rent_utilities,1709.49
300000003,2026-05,professional_services,272.89
300000003,2026-05,licenses_fees,2314.32
300000003,2026-05,visa_iqama_costs,1000.0
300000003,2026-05,vat,3258.03
300000003,2026-06,salaries_wages,7379.46
300000003,2026-06,cogs_suppliers,14689.81
300000003,2026-06,rent_utilities,1652.97
300000003,2026-06,professional_services,297.69
300000003,2026-06,licenses_fees,2314.32
300000003,2026-06,visa_iqama_costs,1000.0
300000003,2026-06,vat,3028.23
300000004,2024-07,salaries_wages,16176.73
300000004,2024-07,cogs_suppliers,35731.93
300000004,2024-07,rent_utilities,7976.51
300000004,2024-07,professional_services,1592.86
300000004,2024-07,licenses_fees,2485.36
300000004,2024-07,visa_iqama_costs,2000.0
300000004,2024-07,vat,8056.75
300000004,2024-07,loan_installments,5034.4
300000004,2024-08,salaries_wages,16179.6
300000004,2024-08,cogs_suppliers,35598.55
300000004,2024-08,rent_utilities,7458.06
300000004,2024-08,professional_services,1479.42
300000004,2024-08,licenses_fees,2485.36
300000004,2024-08,visa_iqama_costs,2000.0
300000004,2024-08,vat,8195.52
300000004,2024-08,loan_installments,5034.4
300000004,2024-09,salaries_wages,15699.65
300000004,2024-09,cogs_suppliers,31214.75
300000004,2024-09,rent_utilities,8347.08
300000004,2024-09,professional_services,1542.56
300000004,2024-09,licenses_fees,2485.36
300000004,2024-09,visa_iqama_costs,2000.0
300000004,2024-09,vat,8346.65
300000004,2024-09,loan_installments,5034.4
300000004,2024-10,salaries_wages,16338.17
300000004,2024-10,cogs_suppliers,38971.13
300000004,2024-10,rent_utilities,8081.73
300000004,2024-10,professional_services,1644.82
300000004,2024-10,licenses_fees,2485.36
300000004,2024-10,visa_iqama_costs,2000.0
300000004,2024-10,vat,8286.57
300000004,2024-10,loan_installments,5034.4
300000004,2024-11,salaries_wages,15726.35
300000004,2024-11,cogs_suppliers,36386.43
300000004,2024-11,rent_utilities,7624.2
300000004,2024-11,professional_services,1504.9
300000004,2024-11,licenses_fees,2485.36
300000004,2024-11,visa_iqama_costs,2000.0
300000004,2024-11,vat,8789.08
300000004,2024-11,loan_installments,5034.4
300000004,2024-12,salaries_wages,16463.29
300000004,2024-12,cogs_suppliers,38632.5
300000004,2024-12,rent_utilities,7656.09
300000004,2024-12,professional_services,1584.85
300000004,2024-12,licenses_fees,2485.36
300000004,2024-12,visa_iqama_costs,2000.0
300000004,2024-12,vat,8369.64
300000004,2024-12,loan_installments,5034.4
300000004,2025-01,salaries_wages,15873.83
300000004,2025-01,cogs_suppliers,37542.39
300000004,2025-01,rent_utilities,7510.63
300000004,2025-01,professional_services,1618.27
300000004,2025-01,licenses_fees,2485.36
300000004,2025-01,visa_iqama_costs,2000.0
300000004,2025-01,vat,8311.18
300000004,2025-01,loan_installments,5034.4
300000004,2025-02,salaries_wages,15575.04
300000004,2025-02,cogs_suppliers,37165.53
300000004,2025-02,rent_utilities,7892.05
300000004,2025-02,professional_services,1587.04
300000004,2025-02,licenses_fees,2485.36
300000004,2025-02,visa_iqama_costs,2000.0
300000004,2025-02,vat,8796.75
300000004,2025-02,loan_installments,5034.4
300000004,2025-03,salaries_wages,16030.76
300000004,2025-03,cogs_suppliers,39615.56
300000004,2025-03,rent_utilities,8532.26
300000004,2025-03,professional_services,1538.94
300000004,2025-03,licenses_fees,2485.36
300000004,2025-03,visa_iqama_costs,2000.0
300000004,2025-03,vat,8854.97
300000004,2025-03,loan_installments,5034.4
300000004,2025-04,salaries_wages,15810.04
300000004,2025-04,cogs_suppliers,39132.94
300000004,2025-04,rent_utilities,8465.46
300000004,2025-04,professional_services,1584.26
300000004,2025-04,licenses_fees,2485.36
300000004,2025-04,visa_iqama_costs,2000.0
300000004,2025-04,vat,8332.95
300000004,2025-04,loan_installments,5034.4
300000004,2025-05,salaries_wages,16536.58
300000004,2025-05,cogs_suppliers,40729.04
300000004,2025-05,rent_utilities,8777.43
300000004,2025-05,professional_services,1564.67
300000004,2025-05,licenses_fees,2485.36
300000004,2025-05,visa_iqama_costs,2000.0
300000004,2025-05,vat,9091.78
300000004,2025-05,loan_installments,5034.4
300000004,2025-06,salaries_wages,15646.37
300000004,2025-06,cogs_suppliers,42913.01
300000004,2025-06,rent_utilities,8212.11
300000004,2025-06,professional_services,1558.72
300000004,2025-06,licenses_fees,2485.36
300000004,2025-06,visa_iqama_costs,2000.0
300000004,2025-06,vat,9132.49
300000004,2025-06,loan_installments,5034.4
300000004,2025-07,salaries_wages,15409.57
300000004,2025-07,cogs_suppliers,40508.31
300000004,2025-07,rent_utilities,7432.15
300000004,2025-07,professional_services,1490.6
300000004,2025-07,licenses_fees,2485.36
300000004,2025-07,visa_iqama_costs,2000.0
300000004,2025-07,vat,9782.07
300000004,2025-07,loan_installments,5034.4
300000004,2025-08,salaries_wages,16532.19
300000004,2025-08,cogs_suppliers,40646.42
300000004,2025-08,rent_utilities,8462.67
300000004,2025-08,professional_services,1500.29
300000004,2025-08,licenses_fees,2485.36
300000004,2025-08,visa_iqama_costs,2000.0
300000004,2025-08,vat,9467.52
300000004,2025-08,loan_installments,5034.4
300000004,2025-09,salaries_wages,15825.04
300000004,2025-09,cogs_suppliers,42305.35
300000004,2025-09,rent_utilities,8164.22
300000004,2025-09,professional_services,1598.98
300000004,2025-09,licenses_fees,2485.36
300000004,2025-09,visa_iqama_costs,2000.0
300000004,2025-09,vat,9928.94
300000004,2025-09,loan_installments,5034.4
300000004,2025-10,salaries_wages,15552.06
300000004,2025-10,cogs_suppliers,44160.1
300000004,2025-10,rent_utilities,8106.2
300000004,2025-10,professional_services,1722.47
300000004,2025-10,licenses_fees,2485.36
300000004,2025-10,visa_iqama_costs,2000.0
300000004,2025-10,vat,9405.5
300000004,2025-10,loan_installments,5034.4
300000004,2025-11,salaries_wages,15944.68
300000004,2025-11,cogs_suppliers,46373.75
300000004,2025-11,rent_utilities,8292.41
300000004,2025-11,professional_services,1556.79
300000004,2025-11,licenses_fees,2485.36
300000004,2025-11,visa_iqama_costs,2000.0
300000004,2025-11,vat,9641.76
300000004,2025-11,loan_installments,5034.4
300000004,2025-12,salaries_wages,16052.52
300000004,2025-12,cogs_suppliers,42346.35
300000004,2025-12,rent_utilities,7828.1
300000004,2025-12,professional_services,1601.88
300000004,2025-12,licenses_fees,2485.36
300000004,2025-12,visa_iqama_costs,2000.0
300000004,2025-12,vat,10189.04
300000004,2025-12,loan_installments,5034.4
300000004,2026-01,salaries_wages,15824.44
