accountNumber,ds,predicted_amount,lower_bound,upper_bound,method
100000005,2026-10,3542.579560278178,3139.1456653857645,3982.8821638603754,prophet
100000005,2026-11,3533.6868100146835,3081.8339086330825,3947.469411793038,prophet
100000005,2026-12,3525.080922662915,3082.63686628663,3960.709998468891,prophet
100000005,2027-01,3516.1881723994197,3094.739075391765,3958.908927602615,prophet
100000006,2026-08,3650.568189727624,3207.117066049424,4093.1925698549317,prophet
100000006,2026-09,3648.7252583455706,3192.506815683937,4059.3772891162375,prophet
100000006,2026-10,3646.9417763629385,3233.669690695144,4097.981134221325,prophet
100000006,2026-11,3645.098844980885,3182.225635594312,4068.9713235001564,prophet
100000006,2026-12,3643.315362998253,3190.0835195200534,4089.569811123664,prophet
100000006,2027-01,3641.4724316162,3209.74817833732,4094.9872694774267,prophet
100000007,2026-08,2573.768289251895,2286.8992962369016,2860.102508005189,prophet
100000007,2026-09,2573.6358800357893,2278.507904397627,2839.287269301703,prophet
100000007,2026-10,2573.50774208472,2306.1616926725956,2865.2858081159347,prophet
100000007,2026-11,2573.3753328686144,2273.9431592111923,2847.579224296425,prophet
100000007,2026-12,2573.247194917545,2280.0500389844224,2861.9282250994943,prophet
100000007,2027-01,2573.1147857014394,2293.830490100554,2866.495303388463,prophet
100000008,2026-08,7508.879760276619,7043.415009295133,7973.47519662582,prophet
100000008,2026-09,7507.717185656762,7028.844511211471,7938.749319071719,prophet
100000008,2026-10,7506.592113443998,7072.801523894595,7980.014093213016,prophet
100000008,2026-11,7505.429538824142,7019.546431614785,7950.332519115061,prophet
100000008,2026-12,7504.304466611377,7028.606188263769,7972.758465918373,prophet
100000008,2027-01,7503.141891991521,7050.032618464554,7979.1276936421145,prophet
100000009,2026-08,5717.687216504554,5308.049298320189,6126.561248660377,prophet
100000009,2026-09,5715.921908055065,5294.489371114235,6095.261035832211,prophet
100000009,2026-10,5714.213545039429,5332.453151436811,6130.860179136928,prophet
100000009,2026-11,5712.4482365899385,5284.865352723569,6103.999052137331,prophet
100000009,2026-12,5710.739873574304,5292.070904079629,6122.9729174867825,prophet
100000009,2027-01,5708.974565124813,5310.174861924909,6127.903819789919,prophet
100000010,2026-08,2325.3076672110155,1756.115080565782,2893.439178960573,prophet
100000010,2026-09,2333.1917469789114,1747.6120584282523,2860.2853168220217,prophet
100000010,2026-10,2340.821501593005,1810.3654642225217,2919.7544517149745,prophet
100000010,2026-11,2348.705581360901,1754.5856995626252,2892.768643101562,prophet
100000010,2026-12,2356.335335974994,1774.5866879994185,2929.123279249906,prophet
100000010,2027-01,2364.2194157428908,1810.0760392605262,2946.331883152306,prophet
100000011,2026-08,2683.7224400574905,2536.6137733760947,2830.5568702007704,prophet
100000011,2026-09,2680.934450913303,2529.590512769577,2817.162563818201,prophet
100000011,2026-10,2678.236396902799,2541.139248413209,2827.862474137746,prophet
100000011,2026-11,2675.4484077586108,2521.8972413724005,2816.062310349851,prophet
100000011,2026-12,2672.7503537481066,2522.3965578585576,2820.788250576683,prophet
100000011,2027-01,2669.962364603919,2526.7431934412116,2820.410189166563,prophet
100000012,2026-08,10609.859717769597,9648.705341522656,11569.22097448084,prophet
100000012,2026-09,10605.331015725065,9616.498872946348,11495.391096116276,prophet
100000012,2026-10,10600.948400843261,9705.202959584498,11578.543788160494,prophet
100000012,2026-11,10596.41969879873,9593.14386733416,11515.129706533957,prophet
100000012,2026-12,10592.037083916926,9609.7092578182,11559.304211358638,prophet
100000012,2027-01,10587.508381872394,9651.807788428261,11570.442108839241,prophet
100000013,2026-08,8475.122095389806,8163.990129976112,8785.670626211713,prophet
100000013,2026-09,8479.99858265431,8159.893827791106,8768.106453931441,prophet
100000013,2026-10,8484.717763878025,8194.753212356256,8801.156751010372,prophet
100000013,2026-11,8489.59425114253,8164.76451792099,8786.90816722471,prophet
100000013,2026-12,8494.313432366243,8176.391424451071,8807.515510302794,prophet
100000013,2027-01,8499.189919630748,8196.388306923229,8817.289460494554,prophet
100000014,2026-08,11969.88896617013,11168.961448097305,12769.321002562558,prophet
100000014,2026-09,11950.427027303493,11126.429997501898,12692.107394737684,prophet
100000014,2026-10,11931.592892916422,11185.167956038134,12746.214226670627,prophet
100000014,2026-11,11912.130954049784,11076.076866106734,12677.680311983142,prophet
100000014,2026-12,11893.296819662715,11074.752885240194,12699.357184796372,prophet
100000014,2027-01,11873.834880796076,11094.156795108593,12692.875749919625,prophet
100000015,2026-08,3694.9570438785877,3054.5393479878076,4334.180888699308,prophet
100000015,2026-09,3700.640457552381,3041.7850826342806,4293.691135482615,prophet
100000015,2026-10,3706.1405353012137,3109.3066318543238,4357.517440932574,prophet
100000015,2026-11,3711.8239489750076,3043.359714679723,4323.967571907158,prophet
100000015,2026-12,3717.32402672384,3062.779085984843,4361.786981192862,prophet
100000015,2027-01,3723.007440397633,3099.522118366285,4377.961726176875,prophet
100000016,2026-08,5477.309374016249,5043.575475990809,5910.234420314739,prophet
100000016,2026-09,5491.813105247858,5045.590655853483,5893.465847264688,prophet
100000016,2026-10,5505.848974181672,5101.632367233119,5947.003698690453,prophet
100000016,2026-11,5520.35270541328,5067.617601603549,5934.9353360586465,prophet
100000016,2026-12,5534.388574347095,5091.0930772709235,5970.871225468208,prophet
100000016,2027-01,5548.892305578702,5126.635123924356,5992.463199953515,prophet
100000017,2026-08,2272.014666276811,2049.1644999452647,2494.449400678848,prophet
100000017,2026-09,2277.418545740253,2048.1525041368973,2483.78611318154,prophet
100000017,2026-10,2282.648106511326,2074.9640659133975,2509.311817471518,prophet
100000017,2026-11,2288.051985974768,2055.442287967175,2501.063445060738,prophet
100000017,2026-12,2293.281546745841,2065.515435985141,2517.539369466753,prophet
100000017,2027-01,2298.6854262092825,2081.727326664859,2526.5939788521973,prophet
100000018,2026-08,5977.08495972435,5753.956085782125,6199.752859921703,prophet
100000018,2026-09,5982.853751504933,5752.699039801716,6189.526841709559,prophet
100000018,2026-10,5988.436453228079,5778.497363611574,6214.332839696145,prophet
100000018,2026-11,5994.205245008662,5761.0018527823095,6204.3828302138745,prophet
100000018,2026-12,5999.787946731808,5767.5368150885615,6223.495996673779,prophet
100000018,2027-01,6005.556738512391,5787.143810041407,6232.135628748554,prophet
100000019,2026-08,25967.86745365756,25384.900743969225,26549.747409383534,prophet
100000019,2026-09,25986.129494763536,25386.37911752511,26525.978410551248,prophet
100000019,2026-10,26003.802437769315,25460.50967556154,26596.745213485552,prophet
100000019,2026-11,26022.064478875287,25413.567212929232,26579.29353172625,prophet
100000019,2026-12,26039.73742188107,25443.910837625168,26626.3865451435,prophet
100000019,2027-01,26057.99946298704,25490.44619654326,26654.198660418468,prophet
100000020,2026-08,12523.823395453228,12039.613154984321,13007.126463967405,prophet
100000020,2026-09,12526.508110346014,12028.337292668111,12974.889131423959,prophet
100000020,2026-10,12529.10622153258,12077.840137784362,13021.579824021725,prophet
100000020,2026-11,12531.790936425366,12026.28024994144,12994.525973797161,prophet
100000020,2026-12,12534.389047611934,12039.594047091638,13021.795946984746,prophet
100000020,2027-01,12537.073762504719,12065.803061878225,13032.150149890382,prophet
100000021,2026-08,4093.1203536137036,3848.0347737484067,4337.74901788616,prophet
100000021,2026-09,4085.701935842151,3833.5601745715785,4312.660211082403,prophet
100000021,2026-10,4078.5228218696807,3850.1165397103723,4327.802286290467,prophet
100000021,2026-11,4071.1044040981283,3815.2848201462807,4305.369354632197,prophet
100000021,2026-12,4063.9252901256586,3813.4339700048986,4310.559985307591,prophet
100000021,2027-01,4056.5068723541062,3817.902254708806,4307.154641924696,prophet
100000022,2026-08,5657.325562929828,5161.293868564245,6152.432566866317,prophet
100000022,2026-09,5656.087532555126,5145.775043214507,6115.4313857960105,prophet
100000022,2026-10,5654.889438644124,5192.615309483633,6159.409522200774,prophet
100000022,2026-11,5653.651408269422,5135.896430650458,6127.7835869472365,prophet
100000022,2026-12,5652.453314358421,5145.479451865928,6151.618246465568,prophet
100000022,2027-01,5651.215283983719,5168.298465345966,6158.506200820128,prophet
100000023,2026-08,13088.989294873356,12863.416178463638,13314.09646080809,prophet
100000023,2026-09,13080.572989002301,12847.93460439752,13289.481908719536,prophet
100000023,2026-10,13072.428176869023,12860.318748204449,13300.856150423531,prophet
100000023,2026-11,13064.011870997969,12828.59593396917,13276.936173859636,prophet
100000023,2026-12,13055.867058864691,12821.985940805655,13281.99365330001,prophet
100000023,2027-01,13047.450752993636,12826.918796577307,13276.429415924458,prophet
100000024,2026-08,12323.301248647787,11724.318106432374,12921.167726395164,prophet
100000024,2026-09,12338.552041511832,11722.323881019816,12893.232586681295,prophet
100000024,2026-10,12353.310873315748,11795.091576585486,12962.543897384036,prophet
100000024,2026-11,12368.561666179792,11743.345427859245,12941.099646544835,prophet
100000024,2026-12,12383.320497983705,11771.125302668577,12986.088844636697,prophet
100000024,2027-01,12398.57129084775,11815.426670897315,13011.149006693024,prophet
100000025,2026-08,10499.04665115359,10256.769098971956,10740.849227240053,prophet
100000025,2026-09,10491.48538367372,10242.128756489763,10715.762256229278,prophet
100000025,2026-10,10484.168028048038,10258.332810171936,10730.444029001024,prophet
100000025,2026-11,10476.606760568166,10223.807541619557,10707.376874651112,prophet
100000025,2026-12,10469.289404942485,10221.774168935359,10713.841705794373,prophet
100000025,2027-01,10461.728137462613,10226.815879884187,10708.32860317433,prophet
100000026,2026-08,6791.55335643596,6402.029903086995,7180.350374611523,prophet
100000026,2026-09,6790.190589915431,6389.451409910432,7150.902812646708,prophet
100000026,2026-10,6788.87178360524,6425.856869073342,7185.0595105413495,prophet
100000026,2026-11,6787.509017084712,6380.92052699607,7159.8330725650785,prophet
100000026,2026-12,6786.190210774521,6388.080404167211,7178.183141916264,prophet
100000026,2027-01,6784.827444253992,6405.611785986726,7183.184392761939,prophet
100000027,2026-08,12317.582681844411,12175.740596132728,12459.131645600659,prophet
100000027,2026-09,12312.450198950108,12166.099177532278,12443.785952363522,prophet
100000027,2026-10,12307.483280020135,12173.911917108027,12451.165834644682,prophet
100000027,2026-11,12302.350797125831,12153.69634384366,12435.454995772549,prophet
100000027,2026-12,12297.383878195858,12149.851543119255,12439.630545888453,prophet
100000027,2027-01,12292.251395301553,12153.416148760893,12436.211479425,prophet
100000028,2026-08,6088.270472620279,5665.747555464892,6510.005663784415,prophet
100000028,2026-09,6094.480483213944,5659.79278839819,6485.752226892296,prophet
100000028,2026-10,6100.490170885235,5706.722024513467,6530.243204909898,prophet
100000028,2026-11,6106.700181478901,5665.671789121348,6510.568448912695,prophet
100000028,2026-12,6112.709869150191,5680.867817085995,6537.903802490965,prophet
100000028,2027-01,6118.919879743856,5707.570387470371,6551.031572266574,prophet
100000029,2026-08,5578.875770863822,5103.46837273022,6053.396701554461,prophet
100000029,2026-09,5602.612556030693,5113.517139183545,6042.856760925216,prophet
100000029,2026-10,5625.5836384502445,5182.529772051885,6109.125362065985,prophet
100000029,2026-11,5649.320423617114,5153.088255676744,6103.73721350357,prophet
100000029,2026-12,5672.291506036666,5186.401696994504,6150.708721875205,prophet
100000029,2027-01,5696.028291203535,5233.197282977154,6182.220576337656,prophet
100000030,2026-08,21679.26880640926,20051.98464136808,23303.51937489865,prophet
100000030,2026-09,21630.109554082024,19955.975505601626,23137.03521406283,prophet
100000030,2026-10,21582.536084087926,20065.997060645135,23237.667039891145,prophet
100000030,2026-11,21533.37683176069,19834.826052168155,23088.81694817733,prophet
100000030,2026-12,21485.80336176659,19822.623381394245,23123.36804130342,prophet
100000030,2027-01,21436.644109439352,19852.3862624422,23100.863894559672,prophet
100000031,2026-08,3293.499638313273,3063.0162767748498,3523.553338246567,prophet
100000031,2026-09,3303.1750537279727,3066.056056326417,3516.6112444907117,prophet
100000031,2026-10,3312.538358968005,3097.740602127132,3546.9658886290986,prophet
100000031,2026-11,3322.2137743827047,3081.6365907548325,3542.52142706465,prophet
100000031,2026-12,3331.577079622737,3096.009391035767,3563.516315149744,prophet
100000031,2027-01,3341.2524950374373,3116.8630205417344,3576.9675041591245,prophet
100000032,2026-08,1664.1627241515644,1392.944897234549,1934.8749531673527,prophet
100000032,2026-09,1677.3161044235162,1398.2898925422191,1928.4739294332721,prophet
100000032,2026-10,1690.0451821060503,1437.2851543033275,1965.9042491304867,prophet
100000032,2026-11,1703.198562378002,1420.1029806798374,1962.442276501901,prophet
100000032,2026-12,1715.927640060536,1438.7269093863438,1988.8586470378868,prophet
100000032,2027-01,1729.0810203324877,1465.0340855209165,2006.455107769653,prophet
100000033,2026-08,5515.290651416804,4866.974035828921,6162.398690844312,prophet
100000033,2026-09,5536.769437450885,4869.787731757675,6137.134809293337,prophet
100000033,2026-10,5557.555359419349,4953.360099075061,6216.966355188249,prophet
100000033,2026-11,5579.034145453429,4902.325062664927,6198.7279544665835,prophet
100000033,2026-12,5599.820067421893,4937.20196386867,6252.231839420387,prophet
100000033,2027-01,5621.298853455974,4990.123459374892,6284.331350190743,prophet
100000034,2026-08,18674.08289754319,18273.699570300414,19073.674201217185,prophet
100000034,2026-09,18672.626832998725,18260.513199984365,19043.24274404738,prophet
100000034,2026-10,18671.217738278272,18297.992751005484,19078.16245600032,prophet
100000034,2026-11,18669.761673733803,18252.069909270624,19050.871623164854,prophet
100000034,2026-12,18668.35257901335,18259.12155234213,19072.44926814081,prophet
100000034,2027-01,18666.89651446888,18278.935803690583,19074.351700730196,prophet
100000035,2026-08,2058.515841484538,1488.4265972446526,2627.5423393077617,prophet
100000035,2026-09,2060.17783123542,1473.6756702708506,2588.101739483835,prophet
100000035,2026-10,2061.7862084136927,1530.4945357261195,2641.6311603015984,prophet
100000035,2026-11,2063.448198164575,1468.3923905602473,2608.3683306286416,prophet
100000035,2026-12,2065.0565753428477,1482.3914898895437,2638.746839843033,prophet
100000035,2027-01,2066.7185650937295,1511.702238075303,2649.7480431494314,prophet
100000036,2026-08,7588.675155607115,7055.846932814474,8120.510092670078,prophet
100000036,2026-09,7594.917379286855,7046.74898590486,8088.3361902112565,prophet
100000036,2026-10,7600.958240912411,7104.391780399769,8142.90453650054,prophet
100000036,2026-11,7607.200464592152,7051.037484169765,8116.504625334108,prophet
100000036,2026-12,7613.241326217707,7068.659227433912,8149.43521879974,prophet
100000036,2027-01,7619.483549897448,7100.7430908256765,8164.406222119141,prophet
100000037,2026-08,7882.060897258736,7469.970543449623,8293.38304183571,prophet
100000037,2026-09,7881.316857855415,7457.362386371115,8262.92789749526,prophet
100000037,2026-10,7880.596819723169,7496.551381005136,8299.739107383059,prophet
100000037,2026-11,7879.852780319848,7449.71527726004,8273.749578844803,prophet
100000037,2026-12,7879.132742187601,7457.951922185616,8293.826116651517,prophet
100000037,2027-01,7878.388702784279,7477.193857292915,8299.83292185083,prophet
100000038,2026-08,15946.113951052344,15522.18541253205,16369.241102759104,prophet
100000038,2026-09,15940.142585885716,15503.959636705824,16332.677567812105,prophet
100000038,2026-10,15934.363845401882,15539.26400161147,16365.483115430327,prophet
100000038,2026-11,15928.392480235256,15485.720357724851,16333.260574281838,prophet
100000038,2026-12,15922.613739751423,15489.571158339106,16349.559566397202,prophet
100000038,2027-01,15916.642374584795,15504.259682507764,16349.886812014278,prophet
100000039,2026-08,5799.776519167926,5686.410955985321,5912.924632472835,prophet
100000039,2026-09,5794.442953267356,5677.78634806846,5899.402409146265,prophet
100000039,2026-10,5789.281437879707,5683.618955540464,5904.549340247273,prophet
100000039,2026-11,5783.947871979136,5665.605236366805,5892.1025464180575,prophet
100000039,2026-12,5778.786356591487,5662.922339564644,5892.956478007935,prophet
100000039,2027-01,5773.452790690916,5663.315550385825,5889.028197402252,prophet
100000040,2026-08,6294.004497576746,5871.031563618427,6716.18893542141,prophet
100000040,2026-09,6309.146311531119,5873.995950214467,6700.83502693104,prophet
100000040,2026-10,6323.7996798740605,5929.612278135941,6754.0107776896675,prophet
100000040,2026-11,6338.9414938284335,5897.444820791089,6743.240414015019,prophet
100000040,2026-12,6353.594862171375,5921.291395174066,6779.239552755862,prophet
100000040,2027-01,6368.736676125748,5956.946976477555,6801.310499154972,prophet
100000041,2026-08,25468.997243045582,23941.320113245623,26993.826338096835,prophet
100000041,2026-09,25440.960558436796,23869.300691418186,26855.645959085283,prophet
100000041,2026-10,25413.828283008937,23990.117269620365,26967.647048773037,prophet
100000041,2026-11,25385.791598400156,23791.207471163427,26846.02137030327,prophet
100000041,2026-12,25358.6593229723,23797.286286302537,26895.991555189074,prophet
100000041,2027-01,25330.622638363515,23843.34199988303,26892.971046048693,prophet
100000042,2026-08,3293.177897157433,2827.1978769007937,3758.2892487432723,prophet
100000042,2026-09,3285.9124310872116,2806.516806776342,3717.427313544815,prophet
100000042,2026-10,3278.881334890223,2844.6137056743746,3752.8354829609366,prophet
100000042,2026-11,3271.615868820002,2785.2286556998984,3717.023138685215,prophet
100000042,2026-12,3264.5847726230136,2788.32550342192,3733.508201525899,prophet
100000042,2027-01,3257.319306552792,2803.6596035912753,3733.8764225262107,prophet
100000043,2026-08,28485.818535077025,27907.35965784984,29063.19431539725,prophet
100000043,2026-09,28497.824793349886,27902.690893277093,29033.48277144196,prophet
100000043,2026-10,28509.443752968786,27970.34269716468,29097.777679466195,prophet
100000043,2026-11,28521.450011241646,27917.55834393774,29074.277205480143,prophet
100000043,2026-12,28533.068970860542,27941.951158863812,29115.3268336562,prophet
100000043,2027-01,28545.075229133403,27982.054737971033,29136.53324602976,prophet
100000044,2026-08,8269.732282355253,7678.876689218306,8859.486232904803,prophet
100000044,2026-09,8261.389147587586,7653.521953206017,8808.542829160087,prophet
100000044,2026-10,8253.31514619952,7702.670021530347,8854.28088729538,prophet
100000044,2026-11,8244.972011431852,7628.236546513352,8809.740322110394,prophet
100000044,2026-12,8236.898010043786,7633.012417874985,8831.491420497947,prophet
100000044,2027-01,8228.554875276119,7653.326841729257,8832.816988607154,prophet
100000045,2026-08,37758.148252955376,37396.08117182961,38119.292804248864,prophet
100000045,2026-09,37755.801509868725,37383.40205031417,38089.57686096042,prophet
100000045,2026-10,37753.530468171964,37410.93654893067,38122.172295729346,prophet
100000045,2026-11,37751.18372508531,37370.30918464791,38095.62017697863,prophet
100000045,2026-12,37748.91268338855,37369.19676711611,38115.34211693771,prophet
100000045,2027-01,37746.565940301894,37394.15596408422,38120.7697718437,prophet
100000046,2026-08,6684.898362504797,5938.271057527756,7430.133822830154,prophet
100000046,2026-09,6684.54961800967,5916.426849517863,7375.954355478924,prophet
100000046,2026-10,6684.212123336967,5988.396732881329,7443.616159176013,prophet
100000046,2026-11,6683.86337884184,5904.538173085023,7397.5275161247055,prophet
100000046,2026-12,6683.5258841691375,5920.428416255039,7434.869337284096,prophet
100000046,2027-01,6683.1771396740105,5956.290352377435,7446.7518388207445,prophet
100000047,2026-08,4885.767284791388,4598.801726323895,5172.1911370885255,prophet
100000047,2026-09,4893.248477924948,4597.991089479276,5158.9657946415455,prophet
100000047,2026-10,4900.488342247748,4633.039006378366,5192.326475300617,prophet
100000047,2026-11,4907.969535381308,4608.30746096609,5182.06050131646,prophet
100000047,2026-12,4915.209399704107,4622.057936274517,5204.193940487988,prophet
100000047,2027-01,4922.690592837667,4643.517314031445,5215.983476238234,prophet
100000048,2026-08,23955.454960446914,22595.70634264228,25312.668766748357,prophet
100000048,2026-09,23916.47847394683,22517.58257414737,25175.65641670829,prophet
100000048,2026-10,23878.759293462874,22611.5487181569,25261.77673467479,prophet
100000048,2026-11,23839.782806962794,22420.485149725107,25139.49929615402,prophet
100000048,2026-12,23802.063626478837,22412.31976545899,25170.401262425614,prophet
100000048,2027-01,23763.087139978754,22439.28974025041,25153.700123415678,prophet
100000049,2026-08,34191.286116472445,33425.81861209879,34955.17420085377,prophet
100000049,2026-09,34186.62756380492,33398.14784965495,34894.91258226364,prophet
100000049,2026-10,34182.1192870299,33468.289364125674,34959.30071333896,prophet
100000049,2026-11,34177.460734362365,33380.1812051358,34902.1426595261,prophet
100000049,2026-12,34172.952457587344,33385.3039495008,34940.71012539477,prophet
100000049,2027-01,34168.29390491982,33423.914515988996,34946.28521091827,prophet
100000050,2026-08,4848.500697681195,4440.049981533344,5256.189989750037,prophet
100000050,2026-09,4841.750287148782,4421.540239819326,5219.9908873311115,prophet
100000050,2026-10,4835.217631794833,4454.564134704104,5250.657999295324,prophet
100000050,2026-11,4828.46722126242,4402.128755456662,5218.885071715135,prophet
100000050,2026-12,4821.934565908472,4404.473666971904,5232.965305591767,prophet
100000050,2027-01,4815.184155376059,4417.532710099195,5232.906128403545,prophet
100000051,2026-08,4113.494179403777,3986.76558991765,4239.9850255749225,prophet
100000051,2026-09,4109.8970991951555,3979.5133078945773,4227.24728460365,prophet
100000051,2026-10,4106.416053831975,3988.3090602938855,4235.305758142092,prophet
100000051,2026-11,4102.8189736233535,3970.5089441795017,4223.9155836040945,prophet
100000051,2026-12,4099.337928260172,3969.845834336274,4226.912818574407,prophet
100000051,2027-01,4095.740848051551,3972.408426858245,4225.304619863766,prophet
100000052,2026-08,7328.099012656805,6992.461330859435,7663.11100617106,prophet
100000052,2026-09,7331.512471095247,6986.211749286428,7642.325483390652,prophet
100000052,2026-10,7334.815817971158,7022.020044324374,7676.19712856974,prophet
100000052,2026-11,7338.2292764096,6987.892618467586,7659.048742518297,prophet
100000052,2026-12,7341.532623285511,6998.490982686139,7679.290413193061,prophet
100000052,2027-01,7344.946081723953,7018.182539725899,7688.202252410518,prophet
100000053,2026-08,26098.581401825653,25201.709985742502,26993.51967538861,prophet
100000053,2026-09,26201.015202739825,25277.336062246184,27028.42522392253,prophet
100000053,2026-10,26300.144687495474,25456.14099774967,27214.855698010633,prophet
100000053,2026-11,26402.578488409647,25458.404339851553,27251.705093472192,prophet
100000053,2026-12,26501.707973165296,25553.52322259672,27412.750476168992,prophet
100000053,2027-01,26604.141774079468,25727.06777832971,27523.417184448284,prophet
100000054,2026-08,1304.7555063980249,1008.2437425008522,1600.714520283177,prophet
100000054,2026-09,1297.0443959826407,991.9960335862118,1571.6253510579998,prophet
100000054,2026-10,1289.5820310645272,1013.2494521787763,1591.1678811704899,prophet
100000054,2026-11,1281.870920649143,972.3736807429245,1565.2918606706835,prophet
100000054,2026-12,1274.4085557310293,971.3559134936228,1572.793264177006,prophet
100000054,2027-01,1266.6974453156452,978.0253275553322,1569.9396132410964,prophet
100000055,2026-08,9075.308337118293,8346.056251613643,9803.200968213541,prophet
100000055,2026-09,9116.609345526776,8366.362029555503,9791.923980800724,prophet
100000055,2026-10,9156.578063341438,8476.955416858702,9898.309543485024,prophet
100000055,2026-11,9197.879071749921,8436.690013565141,9894.935093905518,prophet
100000055,2026-12,9237.847789564585,8492.50883311467,9971.706277681858,prophet
100000055,2027-01,9279.148797973066,8569.177843311521,10024.953878325088,prophet
100000056,2026-08,17542.281795133305,17323.708772234007,17760.402162072874,prophet
100000056,2026-09,17561.94952784682,17336.619511013916,17763.68053642971,prophet
100000056,2026-10,17580.982817569577,17375.6293564107,17803.038849178527,prophet
100000056,2026-11,17600.65055028309,17371.619326336368,17807.001089151723,prophet
100000056,2026-12,17619.683840005844,17388.39274286851,17839.73890611706,prophet
100000056,2027-01,17639.35157271936,17425.196298860174,17862.89152554953,prophet
100000057,2026-08,30666.951818952595,29255.922553668075,32075.348965404002,prophet
100000057,2026-09,30657.268740768224,29205.608199138664,31963.92852142925,prophet
100000057,2026-10,30647.898019944638,29332.893346010045,32083.065045649393,prophet
100000057,2026-11,30638.214941760263,29165.3549185347,31986.935531307485,prophet
100000057,2026-12,30628.844220936677,29186.725084585654,32048.83871686048,prophet
100000057,2027-01,30619.161142752306,29245.490896694646,32062.17153396982,prophet
100000058,2026-08,3695.9379809217994,3392.1158943618484,3999.193689594157,prophet
100000058,2026-09,3695.1137890598134,3382.5446385312152,3976.4643751186845,prophet
100000058,2026-10,3694.3161840320845,3411.1707880934096,4003.337454649026,prophet
100000058,2026-11,3693.491992170098,3376.364277198813,3983.900507213368,prophet
100000058,2026-12,3692.6943871423696,3382.1701639526555,3998.4355991790912,prophet
100000058,2027-01,3691.8701952803835,3396.0810412648625,4002.5886158688913,prophet
100000059,2026-08,2354.3542654764224,1809.4041158370592,2898.2885323773266,prophet
100000059,2026-09,2365.7341845036403,1805.0948747327757,2870.3783532749367,prophet
100000059,2026-10,2376.7470093686898,1868.8835836575333,2931.022671420624,prophet
100000059,2026-11,2388.1269283959077,1819.3111600678706,2909.0178427575324,prophet
100000059,2026-12,2399.139753260957,1842.1683165358604,2947.5321300009646,prophet
100000059,2027-01,2410.5196722881747,1879.9777731011661,2967.8394330370515,prophet
100000060,2026-08,4841.077304544255,4515.084571382298,5166.460336410864,prophet
100000060,2026-09,4829.108991851371,4493.7220229057775,5130.983486879849,prophet
100000060,2026-10,4817.526753761484,4513.7156157648715,5149.08804054261,prophet
100000060,2026-11,4805.558441068601,4465.247282731,5117.131019872141,prophet
100000060,2026-12,4793.976202978713,4460.8348906527035,5122.089022968579,prophet
100000060,2027-01,4782.00789028583,4464.694804985274,5115.345170032835,prophet
100000061,2026-08,15548.566031723056,14033.537631275976,17060.770152612582,prophet
100000061,2026-09,15550.334456729324,13991.688259627972,16953.30727366789,prophet
100000061,2026-10,15552.045835767645,14140.123085158422,17093.00030360976,prophet
100000061,2026-11,15553.81426077391,13972.436492698547,17001.955024887346,prophet
100000061,2026-12,15555.525639812233,14007.076598038844,17080.123875305504,prophet
100000061,2027-01,15557.294064818498,14082.32239213205,17106.711486001346,prophet
100000062,2026-08,3763.4816668175363,3292.2816280158004,4233.803305872617,prophet
100000062,2026-09,3775.69855613219,3290.932628307883,4212.047370346883,prophet
100000062,2026-10,3787.5213522431454,3348.3889541111034,4266.7848467075255,prophet
100000062,2026-11,3799.738241557799,3307.9024027680757,4250.1350688259945,prophet
100000062,2026-12,3811.5610376687546,3329.9666002754934,4285.737459212256,prophet
