accountNumber,ds,category,amount
114896048,2016-08,healthcare,778.66
114896048,2016-08,shopping_retail,3435.02
114896048,2016-08,subscriptions,7.7
114896048,2016-08,transportation_fuel,2734.96
114896048,2016-09,dining_cafes,201.82
114896048,2016-09,healthcare,424.46999999999997
114896048,2016-09,shopping_retail,2346.71
114896048,2016-09,subscriptions,7.7
114896048,2016-09,transportation_fuel,2138.16
114896048,2016-10,dining_cafes,14.67
114896048,2016-10,healthcare,170.47
114896048,2016-10,shopping_retail,3636.72
114896048,2016-10,subscriptions,7.7
114896048,2016-10,transportation_fuel,3305.2599999999998
114896048,2016-11,dining_cafes,238.59
114896048,2016-11,healthcare,198.39999999999998
114896048,2016-11,shopping_retail,2770.32
114896048,2016-11,subscriptions,7.7
114896048,2016-11,transportation_fuel,1582.58
114896048,2016-12,healthcare,534.3
114896048,2016-12,shopping_retail,2333.45
114896048,2016-12,subscriptions,7.7
114896048,2016-12,transportation_fuel,1110.14
115204864,2016-01,shopping_retail,505.96000000000004
115204864,2016-02,shopping_retail,306.63
115204864,2016-03,shopping_retail,34.73
115204864,2016-04,shopping_retail,1092.45
115204864,2016-05,shopping_retail,697.35
115204864,2016-06,dining_cafes,641.4
115204864,2016-06,shopping_retail,454.68
115204864,2016-07,shopping_retail,1022.75
115204864,2016-08,shopping_retail,296.71000000000004
115204864,2016-09,shopping_retail,953.1099999999999
115204864,2016-10,shopping_retail,1316.81
115204864,2016-11,shopping_retail,270.5
115204864,2016-12,shopping_retail,597.9
115204864,2016-12,transportation_fuel,65.56
119877862,2016-01,shopping_retail,205.24
119877862,2016-05,shopping_retail,60.52
119877862,2016-06,shopping_retail,273.1
119877862,2016-06,transportation_fuel,290.3
119877862,2016-08,dining_cafes,0.0
119877862,2016-10,shopping_retail,25.35
119877862,2016-11,shopping_retail,317.89
119877862,2016-12,subscriptions,6.28
121492310,2016-04,shopping_retail,152.97
121492310,2016-05,subscriptions,90.93
121492310,2016-10,subscriptions,12.65
121492310,2016-10,transportation_fuel,297.47
121492310,2016-11,subscriptions,12.65
121492310,2016-12,subscriptions,330.53
123648720,2016-01,dining_cafes,1375.0
123648720,2016-01,transportation_fuel,143.66
123648720,2016-02,dining_cafes,984.26
123648720,2016-02,transportation_fuel,172.15
123648720,2016-03,dining_cafes,862.57
123648720,2016-03,subscriptions,3.66
123648720,2016-03,transportation_fuel,170.19
123648720,2016-04,dining_cafes,1097.32
123648720,2016-04,subscriptions,3.66
123648720,2016-05,dining_cafes,1069.45
123648720,2016-05,subscriptions,3.66
123648720,2016-05,transportation_fuel,263.51
123648720,2016-06,dining_cafes,535.03
123648720,2016-06,subscriptions,3.66
123648720,2016-06,transportation_fuel,805.58
123648720,2016-07,dining_cafes,694.91
123648720,2016-07,subscriptions,3.66
123648720,2016-07,transportation_fuel,366.94
123648720,2016-08,dining_cafes,765.76
123648720,2016-08,subscriptions,3.66
123648720,2016-08,transportation_fuel,115.5
123648720,2016-09,dining_cafes,1722.35
123648720,2016-09,healthcare,273.94
123648720,2016-09,shopping_retail,588.77
123648720,2016-09,subscriptions,3.66
123648720,2016-09,transportation_fuel,208.82
123648720,2016-10,dining_cafes,899.73
123648720,2016-10,shopping_retail,31.84
123648720,2016-10,subscriptions,3.66
123648720,2016-10,transportation_fuel,71.21
123648720,2016-11,dining_cafes,640.5
123648720,2016-11,subscriptions,3.66
123648720,2016-11,transportation_fuel,114.53
123648720,2016-12,dining_cafes,1640.22
123648720,2016-12,subscriptions,3.66
123648720,2016-12,transportation_fuel,399.95
125221039,2016-04,dining_cafes,49.85
125221039,2016-04,transportation_fuel,42.15
125221039,2016-05,dining_cafes,417.5
125221039,2016-05,transportation_fuel,148.49
125221039,2016-06,transportation_fuel,102.12
125221039,2016-07,transportation_fuel,92.91
125221039,2016-08,dining_cafes,204.72
125221039,2016-08,transportation_fuel,89.02
125221039,2016-09,transportation_fuel,104.69
125221039,2016-10,transportation_fuel,84.0
125221039,2016-11,dining_cafes,554.29
125221039,2016-11,transportation_fuel,141.66
125221039,2016-12,transportation_fuel,98.64
126809470,2016-01,shopping_retail,10250.16
126809470,2016-01,transportation_fuel,77.86
126809470,2016-02,shopping_retail,3459.86
126809470,2016-02,transportation_fuel,135.16
126809470,2016-03,shopping_retail,7654.86
126809470,2016-03,transportation_fuel,130.22
126809470,2016-04,shopping_retail,7455.1900000000005
126809470,2016-04,transportation_fuel,192.17
126809470,2016-05,shopping_retail,9256.99
126809470,2016-05,transportation_fuel,121.66
126809470,2016-06,shopping_retail,7606.51
126809470,2016-06,transportation_fuel,130.32999999999998
126809470,2016-07,shopping_retail,8986.89
126809470,2016-07,transportation_fuel,133.42
126809470,2016-08,shopping_retail,9232.6
126809470,2016-08,transportation_fuel,120.6
126809470,2016-09,shopping_retail,9827.27
126809470,2016-09,transportation_fuel,179.45
126809470,2016-10,dining_cafes,45.56
126809470,2016-10,shopping_retail,6372.11
126809470,2016-10,transportation_fuel,128.43
126809470,2016-11,shopping_retail,8191.31
126809470,2016-11,subscriptions,7.01
126809470,2016-11,transportation_fuel,120.6
126809470,2016-12,shopping_retail,7978.8
126809470,2016-12,subscriptions,7.01
126809470,2016-12,transportation_fuel,130.17000000000002
127398035,2016-02,entertainment,10.93
127398035,2016-02,shopping_retail,64.01
127398035,2016-04,shopping_retail,36.27
127398035,2016-05,shopping_retail,318.96000000000004
127398035,2016-06,entertainment,438.52
127398035,2016-06,shopping_retail,1463.49
127398035,2016-07,entertainment,311.8
127398035,2016-08,entertainment,1.76
127398035,2016-08,shopping_retail,39.17
127398035,2016-08,subscriptions,7.27
127398035,2016-09,shopping_retail,66.56
127398035,2016-09,subscriptions,7.27
127398035,2016-10,entertainment,191.07
127398035,2016-10,shopping_retail,156.98000000000002
127398035,2016-10,subscriptions,7.27
127398035,2016-11,entertainment,60.04
127398035,2016-11,subscriptions,7.27
127398035,2016-12,subscriptions,7.27
128103719,2016-01,healthcare,801.14
128103719,2016-01,shopping_retail,5743.7300000000005
128103719,2016-01,travel,1246.84
128103719,2016-02,shopping_retail,4021.29
128103719,2016-02,travel,1241.47
128103719,2016-03,healthcare,666.44
128103719,2016-03,shopping_retail,3265.79
128103719,2016-03,subscriptions,7.92
128103719,2016-03,travel,947.63
128103719,2016-04,healthcare,217.65
128103719,2016-04,shopping_retail,3672.63
128103719,2016-04,travel,1124.48
128103719,2016-05,dining_cafes,17.76
128103719,2016-05,healthcare,90.79
128103719,2016-05,shopping_retail,4244.85
128103719,2016-05,subscriptions,3.96
128103719,2016-05,travel,573.25
128103719,2016-06,shopping_retail,4542.62
128103719,2016-06,subscriptions,3.96
128103719,2016-06,travel,932.9100000000001
128103719,2016-07,healthcare,193.32999999999998
128103719,2016-07,shopping_retail,6514.450000000001
128103719,2016-07,subscriptions,3.96
128103719,2016-07,travel,767.04
128103719,2016-08,dining_cafes,83.0
128103719,2016-08,shopping_retail,4058.33
128103719,2016-08,subscriptions,3.96
128103719,2016-08,travel,546.59
128103719,2016-09,healthcare,13.24
128103719,2016-09,shopping_retail,3769.54
128103719,2016-09,subscriptions,3.96
128103719,2016-09,travel,773.09
128103719,2016-10,shopping_retail,4095.26
128103719,2016-10,subscriptions,3.96
128103719,2016-10,travel,2387.01
128103719,2016-11,healthcare,166.06
128103719,2016-11,shopping_retail,2038.66
128103719,2016-11,subscriptions,3.96
128103719,2016-11,travel,844.21
128103719,2016-12,healthcare,624.82
128103719,2016-12,shopping_retail,5365.69
128103719,2016-12,subscriptions,3.96
128103719,2016-12,transportation_fuel,34.04
128103719,2016-12,travel,474.68
128258324,2016-01,dining_cafes,286.56
128258324,2016-01,entertainment,327.36
128258324,2016-01,shopping_retail,157.49
128258324,2016-02,dining_cafes,25.0
128258324,2016-02,entertainment,1239.31
128258324,2016-03,dining_cafes,622.15
128258324,2016-03,entertainment,1579.21
128258324,2016-04,dining_cafes,242.34
128258324,2016-04,entertainment,1810.8200000000002
128258324,2016-04,shopping_retail,472.1
128258324,2016-05,dining_cafes,792.78
128258324,2016-05,entertainment,2691.52
128258324,2016-05,shopping_retail,209.56
128258324,2016-05,transportation_fuel,49.44
128258324,2016-06,dining_cafes,587.55
128258324,2016-06,entertainment,714.1899999999999
128258324,2016-06,shopping_retail,494.1
128258324,2016-06,transportation_fuel,51.260000000000005
128258324,2016-07,dining_cafes,375.28999999999996
128258324,2016-07,entertainment,1092.57
128258324,2016-07,transportation_fuel,73.54
128258324,2016-08,dining_cafes,239.41
128258324,2016-08,entertainment,810.42
128258324,2016-08,shopping_retail,56.15
128258324,2016-08,transportation_fuel,47.94
128258324,2016-09,dining_cafes,844.81
128258324,2016-09,entertainment,802.44
128258324,2016-09,shopping_retail,231.78
128258324,2016-09,transportation_fuel,54.05
128258324,2016-10,dining_cafes,1158.62
128258324,2016-10,entertainment,2145.73
128258324,2016-10,transportation_fuel,49.85
128258324,2016-11,dining_cafes,1618.5500000000002
128258324,2016-11,entertainment,702.67
128258324,2016-11,transportation_fuel,45.82
128258324,2016-12,dining_cafes,615.24
128258324,2016-12,entertainment,30.72999999999999
128258324,2016-12,transportation_fuel,77.02
128568235,2016-01,shopping_retail,344.81
128568235,2016-02,entertainment,90.29
128568235,2016-02,shopping_retail,89.28
128568235,2016-03,entertainment,264.5
128568235,2016-03,shopping_retail,408.96000000000004
128568235,2016-04,shopping_retail,469.08
128568235,2016-05,shopping_retail,333.14
128568235,2016-06,shopping_retail,252.78
128568235,2016-06,subscriptions,5.72
128568235,2016-07,shopping_retail,472.03000000000003
128568235,2016-07,subscriptions,5.72
128568235,2016-08,shopping_retail,173.53
128568235,2016-08,subscriptions,5.72
128568235,2016-09,shopping_retail,6.12
128568235,2016-09,subscriptions,5.72
128568235,2016-10,subscriptions,5.72
128568235,2016-11,shopping_retail,902.88
128568235,2016-11,subscriptions,5.72
128568235,2016-12,shopping_retail,289.12
128568235,2016-12,subscriptions,5.72
130517112,2016-01,dining_cafes,780.28
130517112,2016-01,transportation_fuel,128.07999999999998
130517112,2016-02,dining_cafes,72.53
130517112,2016-03,dining_cafes,377.12
130517112,2016-03,transportation_fuel,179.7
130517112,2016-04,dining_cafes,410.67999999999995
130517112,2016-04,subscriptions,20.35
130517112,2016-05,dining_cafes,81.33000000000001
130517112,2016-05,shopping_retail,101.0
130517112,2016-05,subscriptions,20.35
130517112,2016-05,transportation_fuel,0.42
130517112,2016-06,dining_cafes,259.06
130517112,2016-06,subscriptions,20.35
130517112,2016-06,transportation_fuel,46.17
130517112,2016-07,dining_cafes,463.90999999999997
130517112,2016-07,subscriptions,20.35
130517112,2016-07,transportation_fuel,223.13
130517112,2016-08,dining_cafes,425.79999999999995
130517112,2016-08,subscriptions,20.35
130517112,2016-08,transportation_fuel,211.52
130517112,2016-09,dining_cafes,584.3100000000001
130517112,2016-09,subscriptions,20.35
130517112,2016-09,transportation_fuel,235.18
130517112,2016-10,dining_cafes,1196.8600000000001
130517112,2016-10,shopping_retail,74.16
130517112,2016-10,subscriptions,20.35
130517112,2016-10,transportation_fuel,191.95
130517112,2016-11,dining_cafes,782.8299999999999
130517112,2016-11,subscriptions,20.35
130517112,2016-11,transportation_fuel,262.40999999999997
130517112,2016-12,dining_cafes,806.9000000000001
130517112,2016-12,shopping_retail,445.13
130517112,2016-12,subscriptions,20.35
130517112,2016-12,transportation_fuel,202.64
131209046,2016-01,dining_cafes,185.26999999999998
131209046,2016-01,shopping_retail,797.54
131209046,2016-02,dining_cafes,542.34
131209046,2016-02,shopping_retail,-319.74
131209046,2016-03,dining_cafes,194.46999999999997
131209046,2016-03,shopping_retail,630.4200000000001
131209046,2016-04,dining_cafes,633.73
131209046,2016-04,shopping_retail,1107.3899999999999
131209046,2016-05,dining_cafes,274.78999999999996
131209046,2016-05,shopping_retail,383.3
131209046,2016-06,dining_cafes,1448.76
131209046,2016-06,shopping_retail,470.36
131209046,2016-07,dining_cafes,166.32
131209046,2016-07,shopping_retail,422.65000000000003
131209046,2016-08,shopping_retail,1737.12
131209046,2016-09,dining_cafes,39.85
131209046,2016-09,shopping_retail,601.96
131209046,2016-10,dining_cafes,980.1200000000001
131209046,2016-10,shopping_retail,553.13
131209046,2016-11,dining_cafes,240.75
131209046,2016-11,shopping_retail,663.29
131209046,2016-12,dining_cafes,1106.67
131209046,2016-12,shopping_retail,139.83
131209046,2016-12,subscriptions,19.74
131358492,2016-06,dining_cafes,670.6
131358492,2016-06,transportation_fuel,69.07
131358492,2016-07,subscriptions,14.15
131358492,2016-07,transportation_fuel,133.79000000000002
131358492,2016-08,dining_cafes,89.73
131358492,2016-08,subscriptions,14.15
131358492,2016-08,transportation_fuel,113.37
131358492,2016-09,dining_cafes,176.08
131358492,2016-09,subscriptions,14.15
131358492,2016-09,transportation_fuel,123.94
131358492,2016-10,subscriptions,14.15
131358492,2016-10,transportation_fuel,175.09
131358492,2016-11,subscriptions,14.15
131358492,2016-11,transportation_fuel,126.49000000000001
131358492,2016-12,subscriptions,14.15
131358492,2016-12,transportation_fuel,121.66
132395288,2016-01,healthcare,69.2
132395288,2016-01,transportation_fuel,68.78999999999999
132395288,2016-01,travel,601.46
132395288,2016-02,dining_cafes,112.09
132395288,2016-02,healthcare,7.07
132395288,2016-02,transportation_fuel,71.56
132395288,2016-03,subscriptions,9.64
132395288,2016-03,transportation_fuel,76.88
132395288,2016-04,dining_cafes,91.95
132395288,2016-04,transportation_fuel,71.56
132395288,2016-05,transportation_fuel,79.73
132395288,2016-06,subscriptions,8.27
132395288,2016-06,transportation_fuel,71.56
132395288,2016-07,dining_cafes,163.66
132395288,2016-07,subscriptions,8.27
132395288,2016-07,transportation_fuel,124.9
132395288,2016-07,travel,502.84999999999997
132395288,2016-08,subscriptions,22.17
132395288,2016-08,transportation_fuel,71.56
132395288,2016-08,travel,192.06
132395288,2016-09,dining_cafes,65.57
132395288,2016-09,subscriptions,8.27
132395288,2016-09,transportation_fuel,71.56
132395288,2016-10,dining_cafes,224.28
132395288,2016-10,subscriptions,8.27
132395288,2016-10,transportation_fuel,74.28
132395288,2016-10,travel,36.51
132395288,2016-11,dining_cafes,93.79
132395288,2016-11,subscriptions,99.2
132395288,2016-11,transportation_fuel,71.56
132395288,2016-12,subscriptions,8.27
132395288,2016-12,transportation_fuel,71.56
132395288,2016-12,travel,80.58
134126085,2016-11,entertainment,81.6
134126085,2016-12,entertainment,122.39999999999999
135894570,2016-01,shopping_retail,369.39
135894570,2016-03,shopping_retail,710.31
135894570,2016-04,shopping_retail,534.25
135894570,2016-05,shopping_retail,959.78
135894570,2016-06,shopping_retail,471.94
135894570,2016-07,shopping_retail,280.79
135894570,2016-07,subscriptions,3.91
135894570,2016-07,transportation_fuel,0.0
135894570,2016-08,shopping_retail,431.75
135894570,2016-08,subscriptions,3.91
135894570,2016-08,transportation_fuel,0.0
135894570,2016-09,subscriptions,3.91
135894570,2016-09,transportation_fuel,0.0
135894570,2016-10,shopping_retail,296.33
135894570,2016-10,subscriptions,3.91
135894570,2016-10,transportation_fuel,0.0
135894570,2016-11,shopping_retail,1597.96
135894570,2016-11,subscriptions,3.91
135894570,2016-11,transportation_fuel,0.0
135894570,2016-12,shopping_retail,1063.92
135894570,2016-12,subscriptions,3.91
135894570,2016-12,transportation_fuel,0.0
136847045,2016-01,entertainment,857.25
136847045,2016-02,entertainment,6.35
136847045,2016-02,shopping_retail,666.2
136847045,2016-03,entertainment,661.47
136847045,2016-03,shopping_retail,93.12
136847045,2016-04,dining_cafes,32.76
136847045,2016-04,entertainment,73.85
136847045,2016-04,shopping_retail,614.4399999999999
136847045,2016-05,dining_cafes,564.47
136847045,2016-05,entertainment,0.99
136847045,2016-05,shopping_retail,546.96
136847045,2016-05,transportation_fuel,49.38
136847045,2016-06,entertainment,799.4300000000001
136847045,2016-06,shopping_retail,229.5
136847045,2016-06,transportation_fuel,51.65
136847045,2016-07,entertainment,409.15999999999997
136847045,2016-07,shopping_retail,259.21
136847045,2016-07,subscriptions,16.41
136847045,2016-07,transportation_fuel,294.64
136847045,2016-08,entertainment,263.88
136847045,2016-08,shopping_retail,72.11
136847045,2016-08,subscriptions,16.41
136847045,2016-08,transportation_fuel,47.47
136847045,2016-09,entertainment,140.85
136847045,2016-09,shopping_retail,373.22
136847045,2016-09,subscriptions,16.41
136847045,2016-09,transportation_fuel,53.650000000000006
136847045,2016-10,dining_cafes,327.1
136847045,2016-10,entertainment,231.79000000000002
136847045,2016-10,subscriptions,16.41
136847045,2016-10,transportation_fuel,53.19
136847045,2016-11,entertainment,553.86
136847045,2016-11,subscriptions,16.41
136847045,2016-11,transportation_fuel,311.53000000000003
136847045,2016-12,entertainment,252.01999999999998
136847045,2016-12,shopping_retail,132.19
136847045,2016-12,subscriptions,16.41
136847045,2016-12,transportation_fuel,404.09000000000003
142263758,2016-01,entertainment,48.79
142263758,2016-01,shopping_retail,1304.55
142263758,2016-02,shopping_retail,4428.97
142263758,2016-03,shopping_retail,2456.71
142263758,2016-04,entertainment,275.46
142263758,2016-04,shopping_retail,1180.91
142263758,2016-05,entertainment,757.37
142263758,2016-05,shopping_retail,2935.9
142263758,2016-05,subscriptions,11.4
142263758,2016-06,shopping_retail,2521.5
142263758,2016-06,subscriptions,11.4
142263758,2016-07,shopping_retail,2030.74
142263758,2016-07,subscriptions,11.4
142263758,2016-08,entertainment,148.51
142263758,2016-08,shopping_retail,4622.3
142263758,2016-08,subscriptions,11.4
142263758,2016-09,dining_cafes,168.28
142263758,2016-09,entertainment,1266.31
142263758,2016-09,shopping_retail,2862.61
142263758,2016-09,subscriptions,11.4
142263758,2016-10,dining_cafes,210.35
142263758,2016-10,entertainment,580.47
142263758,2016-10,shopping_retail,3892.94
142263758,2016-10,subscriptions,11.4
142263758,2016-11,dining_cafes,168.28
142263758,2016-11,entertainment,729.52
142263758,2016-11,shopping_retail,3484.1800000000003
142263758,2016-11,subscriptions,11.4
142263758,2016-12,dining_cafes,168.28
142263758,2016-12,entertainment,243.01
142263758,2016-12,shopping_retail,1717.1
142263758,2016-12,subscriptions,16.37
143138443,2016-02,dining_cafes,292.08000000000004
143138443,2016-04,dining_cafes,114.83
143138443,2016-04,shopping_retail,1.9
143138443,2016-05,dining_cafes,19.94
143138443,2016-06,dining_cafes,585.4399999999999
143138443,2016-06,shopping_retail,68.58
143138443,2016-07,shopping_retail,161.02
143138443,2016-08,dining_cafes,546.63
143138443,2016-09,dining_cafes,18.31
143138443,2016-11,dining_cafes,208.84
143138443,2016-12,dining_cafes,187.73
143138443,2016-12,shopping_retail,94.86
147500505,2016-01,dining_cafes,32.22
147500505,2016-01,travel,72.47
147500505,2016-02,travel,268.78
147500505,2016-03,dining_cafes,34.08
147500505,2016-03,travel,1074.36
147500505,2016-04,dining_cafes,227.02
147500505,2016-04,subscriptions,22.12
147500505,2016-04,travel,159.45
147500505,2016-05,subscriptions,22.12
147500505,2016-06,subscriptions,22.12
147500505,2016-06,travel,123.44
147500505,2016-07,dining_cafes,85.72
147500505,2016-07,subscriptions,22.12
147500505,2016-07,travel,339.25
147500505,2016-08,dining_cafes,35.91
147500505,2016-08,subscriptions,22.12
147500505,2016-08,travel,440.03
147500505,2016-09,dining_cafes,142.83
147500505,2016-09,subscriptions,22.12
147500505,2016-09,travel,79.79
147500505,2016-10,subscriptions,22.12
147500505,2016-10,travel,57.07
147500505,2016-11,subscriptions,22.12
147500505,2016-11,travel,830.49
147500505,2016-12,dining_cafes,58.76
147500505,2016-12,subscriptions,22.12
147500505,2016-12,travel,88.35000000000001
149502774,2016-01,entertainment,725.13
149502774,2016-01,shopping_retail,373.13
149502774,2016-01,subscriptions,5.07
149502774,2016-02,entertainment,89.59
149502774,2016-02,shopping_retail,57.51
149502774,2016-02,subscriptions,5.07
149502774,2016-03,shopping_retail,150.88
149502774,2016-03,subscriptions,5.07
149502774,2016-04,subscriptions,5.07
149502774,2016-05,entertainment,65.47
149502774,2016-05,subscriptions,5.07
149502774,2016-06,entertainment,457.75
149502774,2016-06,shopping_retail,637.55
149502774,2016-06,subscriptions,5.07
149502774,2016-07,entertainment,213.86
149502774,2016-07,shopping_retail,85.35
149502774,2016-07,subscriptions,5.07
149502774,2016-08,shopping_retail,303.84000000000003
149502774,2016-08,subscriptions,5.07
149502774,2016-09,entertainment,78.45
149502774,2016-09,shopping_retail,196.78
149502774,2016-09,subscriptions,5.07
