accountNumber,ds,predicted_amount,lower_bound,upper_bound,method
128258324,2017-04,23271.946204845415,22070.85131678046,24366.686426791148,prophet
128258324,2017-05,23250.29661754182,22148.33460645017,24443.22528003687,prophet
128258324,2017-06,23227.9253773281,22063.778916570656,24394.609568397267,prophet
128568235,2017-01,21901.043444130726,21596.00382156903,22228.083464129628,prophet
128568235,2017-02,21903.688021007052,21581.31312451012,22210.5221929295,prophet
128568235,2017-03,21906.076671088893,21585.346653838114,22233.23102351248,prophet
128568235,2017-04,21908.721247965215,21579.031943690963,22208.233002202353,prophet
128568235,2017-05,21911.280515910043,21610.236119093166,22233.345692314488,prophet
128568235,2017-06,21913.92509278637,21594.933691609884,22230.433671205566,prophet
130517112,2017-01,10128.424639450628,9826.600939736714,10453.088553546671,prophet
130517112,2017-02,9989.211853095552,9670.317329401856,10297.413218951013,prophet
130517112,2017-03,9863.471271871615,9549.05953945521,10192.964741074484,prophet
130517112,2017-04,9724.258485516542,9381.14401660511,10021.766370446427,prophet
130517112,2017-05,9589.53643420518,9256.623704168564,9921.642541136123,prophet
130517112,2017-06,9450.323647850106,9083.0110548668,9823.460457155104,prophet
131209046,2017-01,42138.56693051316,41517.83126774775,42804.072475505294,prophet
131209046,2017-02,42103.0626083713,41447.05280175119,42727.462372234375,prophet
131209046,2017-03,42070.9941883722,41418.24887316397,42736.69238055345,prophet
131209046,2017-04,42035.48986623034,41364.45833916023,42644.88836314073,prophet
131209046,2017-05,42001.130844802734,41388.48434621317,42656.08398498538,prophet
131209046,2017-06,41965.62652266087,41316.478657517124,42609.700447439056,prophet
131358492,2017-01,17988.2890855787,17844.35372347984,18146.327729636185,prophet
131358492,2017-02,18016.017581570395,17559.734492674426,18502.84910058126,prophet
131358492,2017-03,18041.062674724184,17070.304502741536,18932.577693857635,prophet
131358492,2017-04,18068.791170715875,16438.40940132016,19478.621109870437,prophet
131358492,2017-05,18095.625199094935,15768.660970559939,20155.81638414269,prophet
131358492,2017-06,18123.353695086626,14977.630378957627,20837.40492133264,prophet
132395288,2017-01,15257.923752665582,14973.886683325984,15562.445290475467,prophet
132395288,2017-02,15267.138303826954,14966.955001446426,15552.818561474935,prophet
132395288,2017-03,15275.461124230773,14977.018029020213,15580.179487165227,prophet
132395288,2017-04,15284.675675392145,14977.991840732846,15563.397422394044,prophet
132395288,2017-05,15293.592982967668,15013.0726116991,15594.450907748103,prophet
132395288,2017-06,15302.80753412904,15005.851033476909,15597.504835296779,prophet
135894570,2017-01,6432.908755345918,5919.50272624747,6970.133346500437,prophet
135894570,2017-02,6393.91193342043,5867.122722548458,6874.693903214691,prophet
135894570,2017-03,6358.6889974877295,5843.142482728108,6888.352107157316,prophet
135894570,2017-04,6319.692175562241,5804.874009251933,6865.449464425126,prophet
135894570,2017-05,6281.953315634349,5737.7283415385045,6811.23033085652,prophet
135894570,2017-06,6242.95649370886,5705.339323947376,6731.313892685698,prophet
136847045,2017-01,8762.710098620759,8511.706082150691,9031.813363441592,prophet
136847045,2017-02,8772.262031119028,8506.978213080758,9024.648408038154,prophet
136847045,2017-03,8780.889583052947,8517.749417044273,9050.393410483011,prophet
136847045,2017-04,8790.441515551216,8520.191287431768,9036.763770106805,prophet
136847045,2017-05,8799.685321194704,8551.820906021456,9067.98048058715,prophet
136847045,2017-06,8809.23725369297,8547.324139647533,9071.71096623132,prophet
142263758,2017-01,3754.7016908913697,2334.4917674965664,5277.318565994254,prophet
142263758,2017-02,3608.9824293596803,2107.9729936295253,5036.943232395069,prophet
142263758,2017-03,3477.3650318471873,1988.6305667914155,5002.302929260654,prophet
142263758,2017-04,3331.6457703154992,1802.723250380761,4725.184838457112,prophet
142263758,2017-05,3190.627130123542,1787.8847440447207,4709.166881345502,prophet
142263758,2017-06,3044.9078685918535,1563.0155362539278,4530.031888851436,prophet
143138443,2017-01,14433.663043058486,14183.093735148992,14711.545821990994,prophet
143138443,2017-02,14432.720759830578,14162.272617841687,14695.128230919614,prophet
143138443,2017-03,14431.869665302143,14163.162861130351,14709.627647813273,prophet
143138443,2017-04,14430.927382074236,14158.675264228674,14686.241234381638,prophet
143138443,2017-05,14430.015495079488,14148.670746049416,14701.41571734066,prophet
143138443,2017-06,14429.073211851579,14181.016331914585,14695.307693105462,prophet
147500505,2017-01,19413.234575461916,19025.76004364995,19828.64900292778,prophet
147500505,2017-02,19414.598941927954,19005.08114039272,19804.21011863072,prophet
147500505,2017-03,19415.83127292954,19009.59919022121,19831.855282252203,prophet
147500505,2017-04,19417.195639395577,18999.981099897486,19797.47199007328,prophet
147500505,2017-05,19418.51599404013,19035.93570075373,19832.588978853306,prophet
147500505,2017-06,19419.880360506173,19015.558640960564,19825.057879876054,prophet
149502774,2017-01,39118.70800763302,38688.988974347594,39580.869455805136,prophet
149502774,2017-02,39107.92599095709,38656.18268509649,39541.27471360408,prophet
149502774,2017-03,39098.18739524981,38653.659873778546,39574.32357333922,prophet
149502774,2017-04,39087.405378573894,38605.32715152862,39505.403526514296,prophet
149502774,2017-05,39076.97116888752,38618.573220470746,39542.19228518642,prophet
149502774,2017-06,39066.18915221159,38578.139149965624,39572.75023870242,prophet
149680044,2017-01,10001.450806370352,9806.793814803137,10202.413562786674,prophet
149680044,2017-02,10099.025722320825,9889.92767024141,10289.641878238514,prophet
149680044,2017-03,10187.15790446964,9980.538219386484,10401.632869031546,prophet
149680044,2017-04,10284.73282042011,10048.052797384995,10510.036827430136,prophet
149680044,2017-05,10379.160158436698,10114.12043288531,10631.075619758923,prophet
149680044,2017-06,10476.73507438717,10131.208046267377,10775.615562708577,prophet
150207267,2017-01,3942.5928684212613,3551.3994076967124,4361.994081589148,prophet
150207267,2017-02,3961.7670362324147,3548.3175414095836,4355.095472805531,prophet
150207267,2017-03,3979.0856394166826,3569.017242162883,4399.12616743261,prophet
150207267,2017-04,3998.259807227836,3577.1217014194212,4382.106861425234,prophet
150207267,2017-05,4016.815453496694,3630.4334131094965,4435.09359547788,prophet
150207267,2017-06,4035.989621307847,3627.805882995415,4445.063514657901,prophet
151401831,2017-01,6329.324938040319,5986.5069900908375,6709.493407074111,prophet
151401831,2017-02,6292.205337498932,5922.173886985777,6651.236959988989,prophet
151401831,2017-03,6258.677956364778,5890.940918611814,6638.38526200439,prophet
151401831,2017-04,6221.558355823393,5848.859613050557,6570.641859097308,prophet
151401831,2017-05,6185.636161751084,5800.552924861133,6556.763298718627,prophet
151401831,2017-06,6148.516561209698,5809.200658413497,6513.619673637812,prophet
153938865,2017-01,3723.170598812888,3467.619516313064,3997.1486807188912,prophet
153938865,2017-02,3747.7055473883147,3477.615485611219,4004.651322634834,prophet
153938865,2017-03,3769.8661461016036,3501.9848222500195,4044.261867553408,prophet
153938865,2017-04,3794.4010946770304,3519.28837231773,4045.153060670083,prophet
153938865,2017-05,3818.1445932984116,3565.736616187756,4091.3890222503383,prophet
153938865,2017-06,3842.6795418738384,3576.02938931116,4109.911197934049,prophet
156440228,2017-01,4266.666940347415,3987.2291328152346,4566.254145310125,prophet
156440228,2017-02,4280.958931966464,3985.623166155714,4561.921805893358,prophet
156440228,2017-03,4293.867827622379,4000.9472441515577,4593.911705951082,prophet
156440228,2017-04,4308.159819241428,4007.3319054106887,4582.349941733606,prophet
156440228,2017-05,4321.990778872765,4045.989886551233,4620.775730268868,prophet
156440228,2017-06,4336.282770491814,4044.7084441879415,4628.4929503759,prophet
161572094,2017-01,11923.451381303237,11617.05475122532,12236.798688928193,prophet
161572094,2017-02,11986.561525350042,11671.817676868719,12276.341278410167,prophet
161572094,2017-03,12043.564236101995,11733.912882203422,12370.608380796857,prophet
161572094,2017-04,12106.6743801488,11765.0651733886,12430.168071864493,prophet
161572094,2017-05,12167.748713097319,11795.364705510594,12507.985478832985,prophet
161572094,2017-06,12230.858857144123,11792.485299805108,12596.259127849364,prophet
162576842,2017-01,9066.474760610869,9004.839783192254,9132.686832302668,prophet
162576842,2017-02,9070.817873225813,9006.091897666185,9133.805742735978,prophet
162576842,2017-03,9074.740684619956,9010.808489554161,9142.109957134573,prophet
162576842,2017-04,9079.083797234898,9009.013845854468,9139.808163227868,prophet
162576842,2017-05,9083.286809442907,9015.17926262281,9151.4936858679,prophet
162576842,2017-06,9087.62992205785,9011.627218391452,9163.7462874841,prophet
163665227,2017-01,17443.209360674235,17440.053532656282,17446.37430231794,prophet
163665227,2017-02,17411.579196951265,17395.466297213028,17427.206248639,prophet
163665227,2017-03,17383.01001681439,17344.78560146876,17417.862787273843,prophet
163665227,2017-04,17351.379853091425,17282.974474478575,17412.563952621054,prophet
163665227,2017-05,17320.770017230487,17223.087553807807,17410.60664153816,prophet
163665227,2017-06,17289.13985350752,17164.59773546978,17408.58837363559,prophet
164748878,2017-01,5386.897975443282,5228.185518199491,5539.54928264493,prophet
164748878,2017-02,5383.104136368345,5225.500643933988,5535.129291308366,prophet
164748878,2017-03,5379.677443010337,5229.506790758763,5541.149953517446,prophet
164748878,2017-04,5375.8836039354,5238.010909348745,5522.623249773891,prophet
164748878,2017-05,5372.212146766107,5230.510891380817,5527.670866507633,prophet
164748878,2017-06,5368.41830769117,5222.584562845165,5533.288200928986,prophet
167990744,2017-01,23376.695479260074,23152.940475962816,23616.315446187546,prophet
167990744,2017-02,23308.55464511024,23041.56502883564,23566.19440781504,prophet
167990744,2017-03,23247.00808523297,22904.439935845607,23588.888995422632,prophet
167990744,2017-04,23178.867251083135,22707.181908300692,23612.44207800925,prophet
167990744,2017-05,23112.92450835749,22471.72287848553,23693.8692798603,prophet
167990744,2017-06,23044.783674207654,22186.043233609158,23788.384947894123,prophet
168495791,2017-01,20094.916499745414,19965.73297931488,20225.533503015482,prophet
168495791,2017-02,20077.589437865015,19929.82768928091,20206.69314381992,prophet
168495791,2017-03,20061.93918842465,19899.007367721053,20228.256914240606,prophet
168495791,2017-04,20044.612126544253,19829.614367667364,20238.743744486852,prophet
168495791,2017-05,20027.844002143866,19746.995101369175,20279.952074196673,prophet
168495791,2017-06,20010.516940263464,19675.85802469163,20310.75676552335,prophet
176035901,2017-01,4314.3244484125025,4073.5143798787703,4572.498699205329,prophet
176035901,2017-02,4313.9090828270355,4059.3991267237984,4556.045203728506,prophet
176035901,2017-03,4313.533913911129,4061.081998796466,4572.093001217195,prophet
176035901,2017-04,4313.118548325661,4053.8457417601617,4549.435198439493,prophet
176035901,2017-05,4312.716581630048,4074.915662084895,4570.121354691484,prophet
176035901,2017-06,4312.30121604458,4061.0255198672644,4564.115336383503,prophet
181444933,2017-01,16452.37950655413,16413.559851781833,16491.36130823649,prophet
181444933,2017-02,16494.58732598822,16384.790544678122,16611.230339868194,prophet
181444933,2017-03,16532.71051773514,16299.90280092529,16742.418541927298,prophet
181444933,2017-04,16574.91833716923,16187.227447380916,16910.103644730294,prophet
181444933,2017-05,16615.764614040927,16060.246484712772,17100.206289574162,prophet
181444933,2017-06,16657.972433475017,15918.576054015206,17295.404485217266,prophet
181831477,2017-01,13552.370591301367,13459.161435965,13649.728434306533,prophet
181831477,2017-02,13570.780221314693,13465.416178113323,13665.714944287436,prophet
181831477,2017-03,13587.408274229954,13469.244729108517,13703.899638927965,prophet
181831477,2017-04,13605.81790424328,13461.024326570518,13745.57936848489,prophet
181831477,2017-05,13623.633675223919,13442.137639950484,13797.001091998833,prophet
181831477,2017-06,13642.043305237243,13400.976765030775,13858.929814397514,prophet
182600659,2017-01,2657.7940368874665,2434.808762514321,2876.4685357486856,prophet
182600659,2017-02,2645.9645440582335,2445.2200141976673,2869.466358193995,prophet
182600659,2017-03,2635.279840857636,2419.651996447737,2870.766996418162,prophet
182600659,2017-04,2623.4503480284034,2413.430496796285,2841.9865927760416,prophet
182600659,2017-05,2612.002451742049,2378.2910721279823,2840.3883244530853,prophet
182600659,2017-06,2600.1729589128163,2374.691026650631,2835.3264113624596,prophet
186048580,2017-01,5754.280616762132,5042.426610220796,6517.464217421444,prophet
186048580,2017-02,5782.37797414536,5030.02470379484,6498.116974911659,prophet
186048580,2017-03,5807.756232426986,5061.555555862583,6572.103199431488,prophet
186048580,2017-04,5835.853589810214,5069.5093901589025,6534.339333249023,prophet
186048580,2017-05,5863.044580826241,5159.9458725222785,6624.184575529696,prophet
186048580,2017-06,5891.14193820947,5148.370760338504,6635.532936445396,prophet
187912273,2017-01,12170.22598878233,10963.364055116595,13464.111009631422,prophet
187912273,2017-02,12296.468919978974,11020.945408035299,13509.917407563289,prophet
187912273,2017-03,12410.49479331788,11145.402238205905,13706.352153646581,prophet
187912273,2017-04,12536.737724514524,11237.494269574323,13720.935415489059,prophet
187912273,2017-05,12658.908303091921,11466.88994989169,13949.328590915116,prophet
187912273,2017-06,12785.151234288567,11525.872989738551,14047.175679983928,prophet
188105457,2017-01,8653.4355937418,7895.8893173476035,9465.606192764219,prophet
188105457,2017-02,8655.422441835493,7854.777347260262,9417.103088674481,prophet
188105457,2017-03,8657.21701430722,7863.11942715092,9470.625650789663,prophet
188105457,2017-04,8659.203862400915,7843.669783738076,9402.523806582676,prophet
188105457,2017-05,8661.12661862062,7912.897637534449,9471.122418321704,prophet
188105457,2017-06,8663.113466714314,7872.665514842373,9455.28520854404,prophet
192118573,2017-01,-688.5995164166407,-2166.005819617343,895.3379927728005,prophet
192118573,2017-02,-507.45252710043144,-2068.9123966389075,978.0168010456362,prophet
192118573,2017-03,-343.8358915890161,-1892.5264311286546,1242.5161175456649,prophet
192118573,2017-04,-162.68890227280693,-1753.1859957110025,1286.972416489318,prophet
192118573,2017-05,12.614635775137806,-1446.6206712189517,1592.3108411498492,prophet
192118573,2017-06,193.761625091347,-1347.8112321620783,1738.6963235600006,prophet
197114666,2017-01,19485.868579252292,19180.874935124837,19812.875157098828,prophet
197114666,2017-02,19472.019424836162,19149.800890235034,19778.97258420512,prophet
197114666,2017-03,19459.510511169978,19142.778564494907,19788.394663457402,prophet
197114666,2017-04,19445.661356753844,19118.528570645816,19742.52371267413,prophet
197114666,2017-05,19432.258949254363,19131.05403663071,19754.148258743367,prophet
197114666,2017-06,19418.40979483823,19102.64772190759,19736.0055245193,prophet
197397605,2017-01,18715.6307036299,17502.70138659711,20016.0226945124,prophet
197397605,2017-02,18844.77444186884,17562.846495632417,20064.419413812542,prophet
197397605,2017-03,18961.420398987884,17689.541412074308,20263.63213066457,prophet
197397605,2017-04,19090.564137226826,17784.239009385732,20281.253789333834,prophet
197397605,2017-05,19215.541948425802,18018.414048771516,20510.786461140484,prophet
197397605,2017-06,19344.68568666474,18078.949922316177,20613.003571561105,prophet
197647198,2017-01,17394.373453447883,16956.18952440447,17864.162707780106,prophet
197647198,2017-02,17420.895349321392,16957.817998873237,17861.70864801097,prophet
197647198,2017-03,17444.850610110367,16984.605205023,17914.63661311695,prophet
197647198,2017-04,17471.372505983873,16997.79463443093,17900.810333043075,prophet
197647198,2017-05,17497.038856829204,17064.425481236478,17958.27045920471,prophet
197647198,2017-06,17523.560752702713,17065.246408841664,17978.218322973753,prophet
198331150,2016-12,17888.796615796266,17743.16540439006,18032.717320569325,prophet
198331150,2017-01,17941.191880350343,17773.225026081614,18097.453678917776,prophet
198331150,2017-02,17993.58714490442,17791.420528409482,18187.4424832556,prophet
198331150,2017-03,18040.911899985524,17772.220795326182,18280.29712493416,prophet
198331150,2017-04,18093.3071645396,17727.198192019463,18420.221204423277,prophet
198331150,2017-05,18144.01225926935,17683.494983539294,18576.58764755347,prophet
201216048,2017-01,9054.975559808183,8800.464758005568,9327.838391595558,prophet
201216048,2017-02,9106.934125553747,8837.943692665918,9362.84291651538,prophet
201216048,2017-03,9153.864443001356,8887.06500989896,9427.13994217807,prophet
201216048,2017-04,9205.823008746918,8931.81912667968,9455.56507250712,prophet
201216048,2017-05,9256.105491726497,9004.74278311041,9528.214563109112,prophet
201216048,2017-06,9308.064057472062,9042.496817649573,9574.206852081314,prophet
201956682,2016-12,4175.82692569973,3937.3859751979803,4440.245151728703,prophet
201956682,2017-01,4197.694819729345,3940.3249405804545,4447.414033228258,prophet
201956682,2017-02,4219.562713758962,3963.782902526722,4483.638242101154,prophet
201956682,2017-03,4239.31435997926,3980.094005373155,4482.09840725593,prophet
201956682,2017-04,4261.182254008877,3993.3339613722615,4519.30065276989,prophet
201956682,2017-05,4282.344732102053,4046.3438058540364,4536.329603673486,prophet
203542146,2017-01,6381.117025253817,6009.380408086034,6779.658421978814,prophet
203542146,2017-02,6342.576336973098,5949.690637247283,6716.341746632273,prophet
203542146,2017-03,6307.765392719544,5918.092620316315,6706.914305057453,prophet
203542146,2017-04,6269.224704438824,5869.03279794122,6633.980309437591,prophet
203542146,2017-05,6231.92726416716,5864.762769443419,6629.40143715843,prophet
203542146,2017-06,6193.38657588644,5805.504727727216,6582.114303628751,prophet
203674388,2017-01,7573.736369490443,7092.124922567042,8090.075331536582,prophet
203674388,2017-02,7564.0718947033865,7055.0602980381545,8048.311975917907,prophet
203674388,2017-03,7555.342691669915,7050.493489402855,8072.468665167627,prophet
203674388,2017-04,7545.678216882858,7027.20066986083,8018.245489188854,prophet
203674388,2017-05,7536.325499346996,7060.637937725718,8051.28131238157,prophet
203674388,2017-06,7526.66102455994,7024.13221957667,8030.285652124272,prophet
205011335,2017-01,15493.42758177602,15326.546027943325,15659.291073938877,prophet
205011335,2017-02,15511.769858153511,15355.952561100905,15687.323122608052,prophet
205011335,2017-03,15528.33707552673,15359.871292907184,15712.43083134502,prophet
205011335,2017-04,15546.67935190422,15377.528921137102,15722.656861110718,prophet
205011335,2017-05,15564.429941946953,15364.582975582136,15745.716845433297,prophet
205011335,2017-06,15582.772218324444,15387.007670017196,15779.471452086296,prophet
205681025,2017-01,6222.011118276266,5473.299900503892,7024.709589855925,prophet
205681025,2017-02,6173.725394003664,5382.418007877768,6926.522758386153,prophet
205681025,2017-03,6130.112481757445,5345.276246868295,6934.034554007701,prophet
205681025,2017-04,6081.826757484843,5275.804040731429,6816.4775539462225,prophet
205681025,2017-05,6035.0986372210355,5295.596038185389,6835.647688462629,prophet
205681025,2017-06,5986.812912948434,5205.583744739646,6769.745769324219,prophet
209634240,2017-01,8722.304963441733,7828.133446985157,9680.952426658176,prophet
209634240,2017-02,8742.74211138005,7797.698804156822,9641.79363742717,prophet
209634240,2017-03,8761.201470808208,7823.886533369835,9721.310255970164,prophet
209634240,2017-04,8781.638618746525,7819.021069666823,9659.018045655464,prophet
209634240,2017-05,8801.416503848124,7918.242670306801,9757.496948464397,prophet
209634240,2017-06,8821.853651786441,7888.846567042263,9756.895417716769,prophet
215093932,2017-01,16702.47704271186,16205.389858260618,17235.40765249405,prophet
215093932,2017-02,16655.439586898727,16130.071806932374,17155.240413769254,prophet
215093932,2017-03,16612.954142938477,16091.881980708149,17146.69685592875,prophet
215093932,2017-04,16565.91668712534,16030.778107101822,17053.669732663937,prophet
215093932,2017-05,16520.3965685965,16029.424696294911,17051.898190549426,prophet
215093932,2017-06,16473.359112783368,15954.682273872586,16993.166770455464,prophet
215891352,2017-01,19930.95779252262,19563.970391044986,20325.59394806849,prophet
215891352,2017-02,19912.929855391387,19526.108584058868,20282.605759012793,prophet
215891352,2017-03,19896.646557337368,19515.774407898545,20294.187760507644,prophet
215891352,2017-04,19878.618620206136,19473.046873560925,20241.318103963546,prophet
215891352,2017-05,19861.172229433974,19482.418855742897,20246.201557324737,prophet
215891352,2017-06,19843.144292302743,19447.759261935993,20248.888088554893,prophet
219924490,2017-01,7962.781939619793,7129.129964898567,8856.545983856562,prophet
219924490,2017-02,7911.702216764549,7030.621568706298,8749.903915260315,prophet
219924490,2017-03,7865.565692895296,6991.690337036886,8760.692151978288,prophet
219924490,2017-04,7814.48597004005,6917.0205391024665,8632.482386747854,prophet
219924490,2017-05,7765.053980180136,6941.655348795954,8656.424736551013,prophet
219924490,2017-06,7713.974257324891,6844.115191828585,8585.730290517942,prophet
220525572,2017-01,9786.989534961276,8700.923954039974,10951.367951023321,prophet
